Comment Number,Comment Content
1840,🎉🎉🎉🎉🎉 President Trump 🥇 2024🎉🎉🎉🎉🎉🎉🎉
1841,Biden is an embarrassment to America
1842,Biden is toast. Geez. That was embarrassing for our country.
1843,I&#39;m not  American  select the  best  president  you need. you  know  how  Trump  ack as a president  mmh careful  again
1844,"Respectfully, God bless the United States of America 🇺🇸"
1845,This country is over its so sad. The illegal immigrants are in and keep coming in and it&#39;s too late now. Biden has destroyed this country. Worst president in history. It&#39;s a tragedy what is happening.
1846,Well done now this is the American way
1847,Oh know  Trump  is scary  president  a lot&#39;s  of people  dies on covid  he dont care😭😭😭
1848,"I keep asking my self why they trying to control how maney kid you have, and you call yourself free"
1849,Joe don&#39;t worry we don&#39;t want trump
1850,"QUESTION <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=2271"">37:51</a> would you support creation of Palestine <br>TRUMP <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=2293"">38:13</a> the European Union doesn’t buy our products"
1851,Yes he did and he was drinking Champaign with his family told his daughter they are doing this for me
1852,Democrat
1853,Neither of them are appropriate candidates. Wake up
1854,I believe it
1855,Trump ❤❤❤
1856,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4584"">1:16:24</a> farting 😂"
1857,Trump 🤗😊🥰❤️🙏
1858,Biden has dementia aggression.
1859,Isn’t it a bit obvious that Biden’s words are not his own? The guy’s clearly repeating what his hidden microphone is telling him to say.
1860,Criminal vs a Ghost
1861,Next a boxing match?
1862,It’s like his voice is stuck in his body. Also these are BOTH terrible candidates for president! If this is what we have to choose from then there isn’t a point in voting.
1863,They need to dingle an ice cream cone infront of joe to keep him focused
1864,Trump 2024
1865,"Stupid debate sorry, our country is in big trouble, need to hear more about what we are going to do to fix this mess, and we the people know we are broke, 35 trillion, if not more in dept, a real problem that needs addressed, not a bunch of bull we have heard over, and over."
1866,Imagine voting for a convicted felon though
1867,&quot;He did beat Medicare he beat it to death&quot;
1868,They let the umpa lumpa talk for ever but  sleepy joey can&#39;t talk at all 😂 this is like a lil kid arguing with his grandpa
1869,Biden couldn&#39;t pass a kindergarten level exam. I bet he forgets what the name of the country he&#39;s running is.
1870,Remember Aunt Clara from bewitched? She&#39;s back! 😂
1871,The two honored candidates are debating to serve the systematic leadership that their immigrant ancestors created.
1872,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=5038"">1:23:58</a>  I thought they were supposed to have the mics muted? I&#39;m glad they didn&#39;t because this was hilarious.  I&#39;d pay big money to watch them play golf in a heads up. Tiger Wood&#39;s handicap is a 6.5 haha"
1873,If us only have this 2 options then they’re doom either way
1874,IS BIDEN UNDER MEDS !!!!!!
1875,America is doomed💀
1876,Doesn&#39;t matter.  Biden has been selected again to win the reelection bid. US is so phucked.
1877,WAHT DID OMABA DIS HIS CARE
1878,WOW DONALD BEAST HIM UP
1879,Nice knowing you America.
1880,President Trump gave up his salary as the president of the United States and donated it to charity. You still keeping your check.
1881,Trump was the president before Biden f’d up United States
1882,TRUMP IS MORE AFIRMATIVE
1883,I like Andrew Yang. :)
1884,We support Trump from India
1885,DO YOU REMEMBER WHO BAIL AL THE BANKERS AND AFTER THEY WAE CELEBRATING IN VEGAS  THAT IS WHAT OBAMA DID
1886,😂
1887,TRUMP MANAGE COVID AND HE CREATED JOBS
1888,DO YOU REMEMBER OF OBAMA CARE
1889,"Biden handled himself, and carried his part of answering questions a lot better than Trump did, too often dismissing the question with a review of what Biden said or did wrong. <br>If Trump had not have dismissed so many pointed questions, I would almost be swung ‘his’ way.  Looks like I am going to have to back to ignoring the faults of the man both of them, and stick to my points, as an Independent, about the Issues.  That said, I don’t agree that Bidens age threw the debate for his campaign."
1890,"Afghanistan is the most embarrassing thing in our countries history? What about slavery, the genocidal actions carried out by the USA government against Indigenous people, women being considered property? If you ask me those are among the most embarrassing and disgraceful things in USA history."
1891,THAT WAS OBAMA WORK
1892,"Go Brandon, Go Brandon."
1893,"Does he have a cold, the president? Maybe they should give him lime or lemon with honey. Warm. They should use castor oil in their hair."
1894,We need young leader
1895,Y&#39;all come get your grandpas
1896,Biden doesn’t know anything trump should run again
1897,"What Trump did to help the veterans was so much better than what Biden has done, Biden has very little respect for those of us who served, I know this as I am a 100% Service Connected Medically and Honorably retired and disabled U.S. Army, Iraq(OIF: Operation Iraqi Freedom) combat wounded veteran, I know for a fact that Trump holds so much more support for our boys and girls in uniform whether it’s in blue or green."
1898,Biden you didn’t create anything please go
1899,"Whatever drug they have Biden on starts to wear off at <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=674"">11:14</a>.<br>You welcome."
1900,"Ive heard it, an it appears to me that Trump was talking about himself what he was accusing President Biden of doing. &quot;A funny character Trump is &quot;!😅😅😅"
1901,Abortion is a womens choice regardless of anyones thoughts
1902,Anytime you answer a question saying &quot;easy we will make them pay their fair share.&quot; Just know they are playing in our face
1903,"<a href=""https://budget.house.gov/press-release/fact-check-alert-debunking-crfbs-analysis-of-trump-and-biden-impacts-on-the-national-debt"">https://budget.house.gov/press-release/fact-check-alert-debunking-crfbs-analysis-of-trump-and-biden-impacts-on-the-national-debt</a>"
1904,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4925"">1:22:05</a>  is it just me? As soon as i leave my house i see the failure of our country ask about anything,  nothing is going right at this point,  im i crazy?"
1905,Twice Trump has been asked about his child care plans; twice he has completely avoided the question and thrown back mud on Biden.  Answer the questions and let the dirt prove itself through the mouth of the one you are throwing it at!
1906,The Brandon shoutout 😂
1907,World War III is already here!
1908,"Just the expression s on Biden s face is so creepy,  he s totally out of it,  Joe hurt America beyond repair.  Trump won the election and Joe left billions of our millitary equipment in Afghanistan , brand new jeeps and aircraft and 13 of our own men killed, and what does Joe do?  He checks his watch and yawn s when the dead was brought back, our precious soiders.  He is demonic."
1909,"i understand Donald, they need to let me be his interpreter"
1910,"All i see is that biden cares more about other countries than America,  we don&#39;t need that"
1911,Americans shall be great again and again.<br>Americans are the leaders of the world.
1912,"Joe just lying through his teeth, the look he had on his face when Trump talks, is the look I have when Joe speaks"
1913,"Free America from biden and this misery,  he can&#39;t even talk he is a puppet."
1914,"If there&#39;s one thing to take away from this debate, it&#39;s relieft in the fact that, &quot;we finally beat medicare.&quot;"
1915,"this guy looks and sounds so frail.    Trump sounds so much sharper, i didnt like trump before, but there is a clear difference between the two.   its mind boggling were considering biden, they should introduce a better candidate."
1916,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=365"">6:05</a> , preach."
1917,"Americans wake up. You are being manipulated by the deep state. Read Epic Times and Judicial Watch for objective reality, Dont get fooled again."
1918,The only way to get votes  have you have ro be  to American citizen citizen and I believe these newcomers got it pretty quick😮 takes a long time to be an an American showing proof and living here for a while and then you get status and look what happened American citizen how in the world did they get it so fast😮😢😱😡🤬
1919,Labaduba way dhacayan
1920,Age limits or cognitive test. By law
1921,"Haha lowered the price of prescription drugs. As I can’t afford medication that keeps me alive because a bottle is 600 dollars. You can keep your lies, MR. Biden."
1922,Why did they both ignore child care?
1923,Trump didn’t say one true thing amazing
1924,"Joe Biden: &quot;We&#39;d be able to. . . Elder care&quot; <br>Me internally: Yeah, Biden certainly needs more care"
1925,Those cages have always been there in fact when Obama was President is when they were noticed those cages go way back and they put the blame on Trump which is a lie those cages sure were there but not during Trump&#39;s time oh my gosh people MMS OC or whatever her name is wherever she&#39;s from somewhere else she was blaming Trump and it was their way before then get your facts right tell the truth
1926,Yikes.💀
1927,Can we all finally wake up and realize that &quot;president&#39;s&quot; don&#39;t actually run the country or make decisions impacting anything? Doesn&#39;t this debate featuring two completely &quot;in the clouds individuals wake anyone up? The president&#39;s don&#39;t matter let&#39;s find who&#39;s actually running the country and ask them questions and demand things from them. President&#39;s are put into place as a way to make us feel like we have input on those decisions. We don&#39;t
1928,TRUMP 2024 🇺🇸
1929,America best country need the best président in this moment for Americans peoples and for country and for America world democracy
1930,Dumpster fire.
1931,I saw a man dying in stage
1932,"I don&#39;t think I&#39;ve seen a more proficient liar than Biden. And all the things Biden is promising, he had over 3 years to accomplish. Trump kept most of his campaign promises during his term. Our economy &amp; our borders were good under Trump. I agree, Biden is the worst president in American history!"
1933,"Looking at the USA&#39;s history, especially in WW2 and the Cold War where it was the prominent economic powerhouse where it is now and especially it&#39;s leadership is pathetic."
1934,Actually if you did your homework (EIN) Employees Identification Number those of us who have worked most of our lives know how to work harder. Nowhere in my criminal background and criminal record says I&#39;m a Sex Offender you accused wrong person for wrong reasons. Homework Homework homework Homework
1935,Surprised the comments are still open lol
1936,It’s incredibly embarrassing to watch our current president.
1937,Why was Bien saluting to an non existing crowd when he walked in?  Is he seeing ghosts?
1938,Go trump we love you greets from holland
1939,"I missed the debate, who won. When is the next one? 😂"
1940,Anyone see the movie Idiocracy?
1941,Old man abuse
1942,Why is Robert F. Kennedy Jr not there in the debate? Why is the choice of the American people curtailed by the CNN? Why is the debate between a senile old man and the sex offender being peojected as the only  choice of the people of Anerica?
1943,People better understand that security cost and the resorts is sending to the contention walls because do you want to wake up a live we must cooperate and sacrifice vacation for your kids future
1944,"What Biden said?<br>Biden,go home!<br>🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉"
1945,<b>Every time Biden says sentences</b><br>My head: 💢💭💢💭💢💭💢💭💢
1946,What an embarrassment the sitting president is...
1947,"TRUMP DESTROYED BIDEN,,,,,!!!!!!!!!!😊"
1948,"Finally watched it. Despite the evangelical squad recruited to make noise online, if one takes into account the content, Biden unsurprisingly was a league above. Yes, his speech is blurred, that’s not the most important thing. I am a non native speaker, listened at x1.5 speed and had no problem understanding."
1949,The candidacy of Donald Trump looks stronger but still may not be the most suitable candidate for the position at stake.
1950,Gooo trumpppp
1951,Complete knockout.
1952,"For a house hold of 3, we pay $250-$300 A WEEK. $300 dollars worth of groceries barely gets you through the week."
1953,Firths he was expose during 14 retire days  so he got sick and even do he  did resist the spiked he is the only  one capable for the White House more over he may be and dangerous risk no  only hen but the whole nation there are a lot of hater’s who like to live and controversial and love to create division between hen and the whole people
1954,We’re so cooked
1955,"SIMPLE..AMERICAN PATRIOT,,TRUMP..😷R..C😷MMUNI$T,,C😷MPR😷MI$ED,,CHINEE$E..SPY,,&quot;&quot;DIAPER+(J😷E.👌"
1956,wish i could log this in my letterboxd account
1957,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4200"">1:10:00</a> his only point <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4220"">1:10:20</a>  he fires bad people"
1958,I&#39;m taking a shot every time Biden says The Idea.  I&#39;m about to be zoinked out of my mind.  An hour in and I&#39;m able to speak fjgfndjfhsb xndididldlsg.
1959,Joe Biden supporters are like Christmas lights half of them don&#39;t work and the other half are not so bright..
1960,My God Biden is such a liar!!!  Trump24
1961,Amen trump about our veterans being abandoned by the Biden administration
1962,Just so ALL KNOW the border patrol never endorsed Biden LOL
1963,Why does Biden look like he’s having a stroke 😂
1964,"The media tried so hard to censor this debate and force people to listen to Biden. Ironically, the censorship made the mainstream media look corrupt and listening to Biden showed his incompetence. Good job!"
1965,You realy giving numbers of killed is-reals hostiges but just don&#39;t give any numbers about killed Palestinians???? Numbers don&#39;t mean if they show the wrong people right???
1966,"America has only been respected by Americans, here we have two rich guys who are fooling the people, left wing and right wing are part of the same bird, ramericawa = nothing lasts forever."
1967,Choosing between 2 evils shouldn’t be how an election goes. America is a legit laughing stock
1968,"Im not an American..im a Filipino ,came to watch because i wanted to learned English more."
1969,That’s jim carrey not joe
1970,Joe’s been milking that Scranton line for the last 50 years that he’s been a Washington insider.
1971,This is peak cinema as a foreign
1972,The idea😭😭😭😭
1973,"Say what you will about Biden. At least he cares about stopping climate change.<br><br>Trump pulled the US out of the paris accord because he deems it too expensive. It&#39;s to save the world man, just pay for it."
1974,"Is this a joke? Bro, Putin is a serious politician compared to this"
1975,This debate is so cringey. It&#39;s hard watching that old demented guy stand there and pretend he&#39;s all there. Geez...
1976,"When sleepy Joe walks on and off the stage, he wanders around like a Roomba cleaning the floors."
1977,"Trump Shartted on Himself at <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4585"">1:16:25</a> 😂😂😂😂😂"
1978,I&#39;m sorry to say I belong to a country and this is the best that we have to offer
1979,So who is really running the country? It’s not this guy I hope.
1980,"Didnt watch the video, such a waste of time. Scrolling thru the comments however 😂😂😂 extremely worth it"
1981,Biden just go rest 😴 too many wars broke down since you became a president. We are tired and torn. Just go. Please
1982,I’ve been waiting 4 years for this! Goodbye Biden 🥊
1983,I votedTrump the first time and Im voting him again..
1984,Love him or hate him..Trump did every single thing he campaigned on in four years. Meanwhile Biden is promising things again just to get elected. Won’t do it.
1985,We&#39;ve finally beat medicare 😂😂😂😂😂
1986,Biden it&#39;s done
1987,Look at these comments. If the votes and the states has Biden re-elected do we really trust our voting process? Scary and hopeless feeling if the fraud is not fixed and the nursing home patient wins. 😵‍💫
1988,So you want to force billionaires to pay higher taxes?  That&#39;s not fair.  All people need to pay same type of tax on income.
1989,Omg 😱 it’s terrible to watch Biden. Just disturbing and mind made up !!! Trump 2024 !!!!
1990,Lo❤e President Trump!!!
1991,way to go Trump
1992,Why did the Democrats allow a severely impacted Alzheimer&#39;s patient run??  <br>Why not open up to other candidates?
1993,Nato shouldnt have built poland inland aegis facility in 2009 peactime. Economy crash and uk rolling red carpet out for russians to come invest here. <br><br>Then ukraine found oil. Vicki nunland sent. <br><br>Usa just needs to pull nato back stop poking the bear apologise on world news for sending vicki nunland over ther to interfere with govt Russia leaked the calls but how many westerners heard them 😢
1994,"Dude Biden soo sooo old it unbeleavable that you guys still let him run for president I mean whats you intention, don&#39;t wake up after he was elected???"
1995,Biden had four years and he hasn’t done any of these things he’s talking about. His ending statement.
1996,Donald trump took credit for everything President Biden has accomplished and threw his failures on Biden. Everything trump said was literally a lie! Biden wins this by his truths alone no doubt! Donald trump is a pathological liar and its disgusting America. Trump insults America&#39;s intelligence and we can&#39;t continue to let him lie to us with a straight face. Biden definitely struggled but good God at least he was telling the truth!
1997,"Biden&#39;s expressions whenever Trump talks is going down history as the greatest piece of comedy of all time, especially with the amount of absurdist value it carries."
1998,Not as heated as 2020
1999,"I voted for Biden four years ago. If he really cares about this country, he would step down and not run! So many Americans don&#39;t like either candidate and many will not be voting. If someone else would run for the Democratic party, they would have a much better chance of winning this presidential election."
2000,@gladwellmokome7245<br>0 seconds ago<br>Such a proud moment to be a African. These two are behaving like they are running for presidency in the BANANA REPUBLIC not the mighty superpower.  PUTIN IS WATING AND HE IS LIKE URRRRA
2001,Biden learned a new way to start his sentences. &quot;The idea that...&quot;
2002,No need of debate 😅😅😅<br><br>Sir Trump rocks 🎉🎉🎉❤
2003,We vote for biden
2004,Why do Democrats think it&#39;s the rich&#39;s responsibility to pay for the national debt? Why are we responsible for government over-spending?
2005,"Wow. Biden has obviously received the questions weeks ago and has been practising the answers ever since. He talks without any conviction, just like someone who has to learn word for word, without understanding anything. Total clown show. Anyway, after watching for 10 mins. I am done."
2006,"I&#39;m Spanish right, and I hear that why do you think black families are suffering for this or that, and I&#39;m here thinking, why they separate black problems from white problems? Like from my understanding here, most black people in America act and dress like In a rap music video, and from my understanding, black on black crimes are really high and there&#39;s lot of black people in prison in America, so my humble opinion is there, but again why they separate in colors like what&#39;s the point.<br>PS: here in Spain there&#39;s lots of illegal inmigration and I would like a president like Trump or Poland tbh it&#39;s getting out of hand."
2007,Just watched jb is a liar! 🤥
2008,"Number 1, number 2, numb.... 😴😴"
2009,this looks more like an SNL sketch or Southpark episode than a real debate
2010,"Belgium here,,,,,what is going on here,,,,,sorry but Biden,,,&quot;your hope&quot; is clearly ready for a retirement home,,please please get someone else,,,,,or else Trump is going to win and you know it,,,Biden isnt fit to work Any job anymore,,,not even Mcdonalds,,,,"
2011,"This debate, image alone, gives me game show vibes... game is game..."
2012,The only question Joe had an answer to right away was Social Security. His reply was Communism
2013,"Omg  I want my papa Biden to win,but now I’m undecided.God bless America 🇺🇸"
2014,Biden keeps talking about the current country failures. It’s like he literally doesn’t realize HE is the president.
2015,Didn&#39;t watch this when it aired so trying to see what happened to bidan. It&#39;s all over the news
2016,USA are in danger  both of them are same
2017,"Notice @<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4388"">1:13:08</a> Biden tells you to look up the information yet he on the list also"
2018,"Why are they not answering the questions they get? Childcare? Not answered, drug abuse, not answered. They (especially Trump) stalk about whatever they want and not sticking to the topic"
2019,"Biden says he’s going to fix the taxes. Dude, you’ve been in government for like 57 years😂"
2020,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1684"">28:04</a>. Is the debate edited?  It looks as if something was cut"
2021,This is a joke debate…theyre both not on topic at all and both not answering any of the questions!!
2022,"That&#39;s not <a href=""http://www.youtube.com/results?search_query=%23therealdebate"">#therealdebate</a>."
2023,"personally I wouldn’t vote for either, bc we have examples like the El Salvador president ( which I’d rather have over these two) but Donald is our best bet at this point, sleepy joe is a joke."
2024,I like and love 💓 Mr Trump personally. But I don&#39;t want to see him in the next term.<br><br>Mr. Biden is sick and ill. But he is better for the American people and the whole world 🌎🌍.
2025,People said President Biden did not hold Trump accountable for the lies in this debate... He held him accountable for quite a few lies at quite a few points. I don&#39;t see and understand why people have said that.
2026,Joes explanation of the trimesters of a pregnancy is a little off
2027,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=976"">16:16</a> “did he just immigration abortion” 😂😂😂😂"
2028,What about the Spy Balloon and CCP shell companies ?!
2029,Biden
2030,It’s not crazy to anybody how a president calls out any citizen maga or not an American citizen should never be talked about I’m especially a big group
2031,I feel sorry for the Americans how can these be their candidates.
2032,Biden: The idea that… 🤨
2033,Lil Biden would have more success as a mumble rapper
2034,"Don&#39;t feel bad for Trump. Don&#39;t feel bad for Biden. I feel bad  that, we black folks will never have same opportunity as everyone else&#39;s. 🎉🤷‍♀️ both president and both host used the statement( us black American and job).  Guess we need us black  America president because we black folk understand the unspoken word from all three parties"
2035,Trump 2024
2036,old lier vs old dementia... How absurd...
2037,Name the 13 marines that passed away Joe. Don’t look at your watch.
2038,This is so sad... 😭How can this be so bad! Trump affirms so many lies! He reminds me of bad times in HISTORY! SCARY!😵
2039,yk i ship trump and biden their ship name is trubiden 🥰🥰🙏🏼
2040,Joe was showing a “how dare you face”
2041,I’m voting for Kanye
2042,Biden was dead from the start
2043,The fact that Biden is running is a Crime
2044,"Biden farted at <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4585"">1:16:25</a>"
2045,The Idea!!! Every time he starts talking. The idea!!!
2046,I feel bad for Biden 😭he&#39;s too old for this :&lt;
2047,"I agree with Trump. Let the businesses pay very little taxes, it helps them pay our salaries. Government needs to be knocked down a peg or two. Trump was the greatest president this country has ever had."
2048,"We’re doomed, they’re not even answering questions. Just goin back and forth like little kids😂"
2049,you left it open? hahaha <br><br><br>81 million votes ladies and gents
2050,"WOW... just within the first 3 Biden answers, HOW CAN ANYONE DEFEND THIS GUY!!?!  His wife should be ashamed of herself to let this happen to her husband!  I&#39;m SHOCKED!"
2051,Why is Trump running for president he was  impeached was he not??
2052,Scary!!!
2053,Bro went from jobs to his kitchen table to prices to literal drugs in 2 minutes (biden)
2054,"$100 then, $120 NOW... IS THIS A JOKE!?!?!  More like DOUBLE NOW, $200+ !?!? CNN LIES CONSTANTLY!"
2055,"Biden is the master mind why there&#39;s war in Ukraine and Russia, war in Israel and Pakistan and conflicts with Philippines and China 😢"
2056,"The irony is, after this debate, it is 100% OBVIOUS that Biden is NOT running this country!  How could he?!?!  If that IS the fact, we want unfettered access to the OVAL OFFICE, we want to see him DAILY, in action, not HANDLED, but day in day out dealings, clearly there will be private meetings, but there will be way more non-private meetings, events, discussions, etc.!  SHOW US VOTERS BIDEN IN PRESIDENTIAL MODE ON A DAILY BASIS! Not cherry picked events or footage, not question and answer periods where he is fed info in his ear, or someone PULLS him away!  You have 4 months until we VOTE, four months to prove he IS really running the country!  4 MONTHS to put him out there to answer ALL QUESTIONS and NOT PRE-SCREENED QUESTIONS!"
2057,Biden is ang AI robotic😂🤣
2058,Poor guy    He needs to stand down and rest
2059,"Trump never mentioned all the deaths of fentanyl under Biden <br>He never mentioned Biden ending support of all our police forces, and Police deaths,<br>Trump didn&#39;t even have to mention all the rioting and stores being broken into and stolen from, and closing.<br>Trump never mentioned Biden letting illegals destroy Texas homeowners property, they had to take the law in their own hands. Biden did NOTHING about it.<br>Trump didn&#39;t mention the schools butchering and confusing young children and exposing them to harmful books<br>Trump didn&#39;t mention the money Biden cost the US for taking down a border fence that was almost completely built.<br>Kamela never made it to the border, She didn&#39;t even know she was speaking in South Korea! What a Joke!<br>I do think they should stop hiding behind Joe and let the poor guy go home and rest with his ice cream, maybe he can have an ice cream party with Nancy Pelosi.<br>I think Trump was kind to Joe"
2060,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=720"">12:00</a><br>Literally dying sounds."
2061,Fjb
2062,"It&#39;s amazing how bad joe speaks,  yet people still root for him, showing the world how dumb we&#39;ve become.  Everything he says is remembered and not from his own mind. Just a puppet. Lol"
2063,American friends I feel for you … I shall pray for you all 🙏🏻
2064,Biden is just a puppet being told what to say and then forgetting what to say...trump will not only help the US but also alot of other problems in the world
2065,Every single word uttered by biden was a lie
2066,Biden needs to go sit at home and enjoy his life he doesn&#39;t need to be a president!!
2067,What a joke
2068,The whole government as a whole is a faction of evil. I will NEVER subscribe to a label
2069,I&#39;m French and I wish your next Président will be Mr Trump!
2070,"Even a 12 year old kid would say that Biden is too old cannot speak clearly and should retire, i hope Amerian citizens are smart."
2071,Make America great again Trump 2024 !
2072,If this doesn&#39;t wake people up to how incompetent Biden is I don&#39;t know what will
2073,The first and the last debate.
2074,I think it was the first time i heard Biden even acknowledge the election fraud. Throughout all of it he acted like he just didnt need to say anything but anyone whose not an idiot knows they stole the 2020 election. If he had any class at all or actual concern for uniting the country then he would have taken an active stance in investigating and disproving it but he knew he couldnt. He has always been and always will be a fraud.
2075,Top 3 Biden phrases:<br>- That&#39;s simply not true<br>- The fact of the matter is<br>- The idea that...
2076,Two goofballs in a pool
2077,"Stopped at &quot;When Hamas envaded Israel ..&quot; 😂 they hate each other&#39;s gut but still agree on supporting Genocide, nothing will change then."
2078,Why are there only 2 candidates (I’m not american) ???
2079,It’s crazy how Biden  thinks he did something good for us I can’t name one thing he did in this country that was good💯
2080,"I detest Trump, but Papau he just ain’t got it"
2081,&quot;The idea that...&quot; vs. &quot;Let me get back to one thing...&quot;
2082,Bro none of these guys are fit to be president. Both of them contributed to where we are now. Both printed money and now feeling the effects.
2083,ALV los países de SudAmerica están quemando a todos lo mexicanos que venimos a chingarle MAKE AMÉRICA GREAT AGAIN Thank you Boss GO TRUMP GO TRUMP best president for us construction workers
2084,I think Biden has an earpiece. Someone telling him what to say. You can see him concentrating on the voice.
2085,Biden got demolished it was beautiful 😍
2086,"It’s since came to light that there where up to 250 FBI agents in the crowd that went into the building on Jan 6th,LET THAT SINK IN 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇬🇧WHY WHERE THERE THAT MANY AGENTS THERE 🤔😳"
2087,Abt the boarder  Biden lying
2088,"dumb and dumber, I feel sorry for my Neighbors to the south"
2089,Honestly Biden should never have continue running for president his inability to produce a cohesive sentence is whacked.
2090,"Trump made a really good point at <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=920"">15:20</a>- you have to get elected to get anything done. The implication which he hints at is that means you may have to say things you don&#39;t really believe just to get elected."
2091,When they started taking offense to the golf comments 🤣
2092,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4902"">1:21:42</a><br>&quot;The idea that somehow we are this failing country, i never heard a president talk like this before&quot;<br>Dude literally said the same thing about our country under Trumps presidency...<br>Look at all the hypocrisy and lies!"
2093,"As a black man, I will never vote for Biden. He did more for Ukraine than Americans"
2094,I’m with Trump
2095,We are so tired of those old unstable pals. Give us someone sane and younger
2096,Thumbs up for Trump
2097,« Number one the ideeeeeaaaa »
2098,America what is wrong with you ?:( Is this really 2 best men ?!  Guys your screwed !
2099,"When Biden says he doesn&#39;t have to, he lies again and again. Joe Biden I don’t feel, and I don’t think you’re helping and standing by us. Bye Joe."
2100,Biden: 👻👽🤡😖🥴😵‍💫<br>Trump: 🤔🫥🫤🤡🥱
2101,Nithing concern me on the debate. November coming close 17 millions views better cash out
2102,It&#39;s the fact that not one of them actually answered a question that does it for me 😂😢
2103,Biden the sky is blue and its impossible for a ant to stand on a elephant while the cat is at the barbershop.
2104,"absurd reality we live in. A clown and a zombie..... I am not siding with the Zombie, but yall are absoletely crazy to think Trump would ever care about anyone other than himself. Trump first, not America. Give him full control and he will do as he did with his companies, get as much money out of it for personal gains as possible before filing for bankrupcy. Investors see no money coming back, because &quot;it didnt work out&quot;,  but what did work out is his wealth in reality increasing as opposed to his wealth on paper. If you go by the papers, the only thing he has in terms of money is his tax-debts."
2105,"It&#39;s sad that Biden did such a terrible job because, YOU KNOW they gave him (not Trump) the questions ahead of time."
2106,"Let&#39;s REALLY BE HONEST, it doesn&#39;t matter who&#39;s in office, just take a moment and think, all the &quot;President s (pre-seeds) the world has continued to get So much (better 😂)joke   4 the people in the bleachers. The country has been led astray 😢"
2107,"If Trump is ready to leave Ukraine and occupied territories to Russia now, tomorrow Trump will leave Alaska state to Russia within one day."
2108,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4343"">1:12:23</a> the most admired country in the world 😭😭😭😭"
2109,I like how the debate rules changed to protect Biden and he still got destroyed 😂
2110,Biden *speaking gibberish. Trump: I really don’t know what he said and I don’t think he knows what he said either.
2111,"As a minority, i made the most money i ever had under trumps leadership. Made more, dollar went further."
2112,The US is a massive joke.
2113,Make American Great Again!
2114,My grandma is 94 and has much better speech than Biden 😂
2115,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1293"">21:33</a> 😂😂😂"
2116,The lord is cold man
2117,Weird. I need the caption turned on when biden is talking.
2118,"biden will create your wars,trump will stop it and clean the swamp"
2119,There&#39;s no one coming from &quot;insane asylums&quot;. Only Trump lies like this and uses such bigoted language.
2120,"There are no abortions &quot;ripping babies out of the woman&quot;, ever. There are sometimes C Sections to save the baby, there are also terrible circumstances where women must birth a dead infant, or stillborn birth. Trump knows nothing."
2121,Trump massive landslide incoming.... 🇺🇲🇺🇲
2122,In New York City it’s illegal to get an abortion after 6 weeks
2123,"Biden is too old, Trump doesn&#39;t deserve to be running after he incited a riot after losing the last election. This is the democrats and republicans way of spitting at the voters showing you your vote doesn&#39;t matter by giving you two of the worst possible candidates to choose from lol This election everyone should vote for anyone that isn&#39;t a D or R."
2124,Is that a Biden clone?
2125,Lead Pipes lol
2126,Poor biden looks like a smacked baby every time Trump brings up his major failures. He doesn&#39;t perk up again until Trump tells a lie. If Trunp was capable of sticking to the truth Biden would be  in tears.
2127,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4585"">1:16:25</a> someone had an accident😳"
2128,Trump is 78… let that sink in
2129,"Age doesn&#39;t matter for a wise man like Joe to be a president, we have an old stupid worst president here in Zimbabwe."
2130,"I&#39;m voting for Trump because another 4 years  of Biden ,I feel I will loose my <a href=""http://soc.security/"">Soc.Security</a>, and medical insurance."
2131,It’s weird to hear Biden take credit for insulin prices. I remember when Trump signed that bill.
2132,"i&#39;m british and i suooort trump,i did the last time but he got corrupted by bidens gangsters he is corrupt to the core"
2133,Biden is making fun at a world &amp; more on those who vote for him
