Comment Number,Comment Content
1543,Yeaaah! Now we only have to fight the master of the puppet. <br>Kamala.
1544,Nop .
1545,Too little too late
1546,A Kamala Harris/ Michelle Obama ticket is probably the only thing that could compete with Mr. “Teflon Don” Trump right about now.
1547,No hate Crime bill for Blacks No Reperations No vote for her remember what she said that she would not do anything just for Blacks!!!
1548,People who put her down has been listening to propaganda. if they really researched her accoplishments and the many agencies she created in her state they would know she is amazing.
1549,"Trump ❤️🇺🇸 even if you don’t like him, he’s the best and safest man for the job"
1550,Republicans taking away bodily rights from women is gonna backfire real bad 💙 Harris 2024
1551,What a Joke !
1552,SUCH A HIPOCRITE KAMALA WHAT A JOKE
1553,Harris lock up young black and Hispanic and Arab Sen Bernie Sanders had more young people everywhere
1554,"She appears Indo-European, not African!"
1555,Kamala is strong but Bernie is the best public servant and can run circles around politicians on both sides.
1556,Kamala 2024!!
1557,GAME OVER for The Democrats !
1558,"Harris reminds me of Eve in the Garden of Eden when she took over the decision making - and the rest is history. <a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a>"
1559,OMG. No.
1560,kamala Harris lol...
1561,All Harris needs is a solid VP with minimal baggage (aka not the leader of Cali) that is a strong speaker and I think they have decent odds.
1562,These debates aboutta be crazy😂
1563,Literally joever
1564,😂
1565,I guess God came to biden and convinced him to drop 😂
1566,"Once again, I read the comments of the desperate trumpeteers trying to minimize a woman, more so because she&#39;s not white. Kamala Harris will be your next president."
1567,Democrats are voting Republican <br><br>It&#39;s over for Dems
1568,go Donald Trump you have to win for the sake of AMERICA 🇺🇸!
1569,Look at how she messed up California…
1570,What can be unberden ...... you know what i mean
1571,"Nobody wants that ticket, but yeah do it, do it."
1572,She has been bad for the Black community. We don’t claim her
1573,"Kamala is not Obama, he is charismatic, she is annoying."
1574,LOL. She’s incompetent
1575,Harris for 2024!
1576,"If she gets elected, knee pad sales will go through the roof"
1577,I literally forgot Kamala Harris even existed. I think that says something about how much she has done for this country
1578,"Democrats just handed the presidency back to Donald Trump.<br>Also, the comparison between Obama and Kamala is a reach."
1579,KAMALA HARRIS PRESIDENT IF DEMOCRATS WIN. NOT LIKELY THOUGH.
1580,"Kamala? Might as well through away the campaign, Biden on Lester Holt said she wouldn’t make a good president. Not even her boss believes in her."
1581,"A woman to make decisions about her own body, but I can’t make decisions about what my children do. The government wants to do that for me."
1582,She will pick Hillary or Michelle.  She will run against  Nikki  H.  First time 2 women running for the top job in American history.
1583,This lady as president LoL she will laugh at all our problems. Useless.
1584,"Trump has been one step forward. I am sure Trump had a strategy for this, cuz we know this could be happening, imagine Trump!"
1585,Come to Oakland CA and ask how much good she did as the mayor 😂
1586,Vote for Kamala. We need a Brahmin Hindu woman as President.
1587,"Unless she dodge bullet time,there is no way she could win , too late."
1588,Kamala for the loose. Joe didn&#39;t loose.<br>You&#39;re going to get sick of hearing that.😊😂😊
1589,What a joke
1590,Trump&#39;s 2nd term is assured.
1591,"WSJ, you KNEW this was going to happen."
1592,Let&#39;s raise a Big Mac to our future felon president!
1593,No one in Cali like her because of her record as how she called herself Top Cop
1594,she is weak
1595,The Dems just insured that DT will win.  Shame on them!  🤬
1596,It&#39;s over 😂
1597,"Who said it, &quot;Every time I light my lighter, my lighter gets lighter, until my lighter doesn&#39;t light anymore.&quot;"
1598,Obama as Vice President!
1599,If K. Harris runs it&#39;s an automatic loss for the Dems... IMO as a full blooded African American woman.
1600,It will be scary if Harris becomes president. Most  will vote for her just because it is women. That is sad.
1601,HARRIS 2024 !!!!!!
1602,HAHHAHAHAHA Kamala is the most hated candidate. Dont even try to compare her.
1603,"This is so upsetting. The democrats fell for this divide and conquer. The gathering of many poll information is as old as both candidates it’s means nothing…. The red wave turned blue!!!  And please don’t think you can out debate Trump it doesn’t matter. I bet he will decline to debate the new candidate just as he did with the republicans party.<br>Wow…what a world we live in when a handful of people control the majority, so disappointed."
1604,Stronger in what way?
1605,"Shes not African American. Harris is of Indian descent, yes there is a minority population of Indians living in Jamaica. Indians have the HIGHEST average income of any race in America. She couldn&#39;t be more privileged."
1606,We will lose without Joe Biden
1607,"To be honest, I don’t like the fake smile she puts on whenever she’s not expressing another emotion. When speaking or doing something specific she can look serious, but whenever she’s just walking around, she has the gigantic grin that is out of proportion to the situation. It’s a small thing, but to me, makes her seem disingenuous."
1608,Trump will beat Harris by a landslide
1609,maga is losing its mind! Trump has no chance against her.
1610,Birdbrain Harris.
1611,No more 50 to 49... 49 to 50 votes. Get real.
1612,There is no chance the dems will win this election so they might aswell let Harris run this time and have a real candidate next time.
1613,"Will we see Bush vs. Gore again. <br>The GOP will contest Harris being on the ballot in the swing states. Then send it to The Supreme Court who will again come through for Trump.<br>We&#39;re F<a href=""http://www.youtube.com/results?search_query=%23cked"">#cked</a>!!!"
1614,Harris/Sanders 2024
1615,"I’m no racist at all, but a female &amp; black US president?  Harris has no chance, that’s just reality…"
1616,"Wat Does Color Have To Do Wit Anything 🤦🏾‍♂️ We Are Doomed In Trouble , God Bless 🇺🇸"
1617,The Rock 2024! Dwayne &quot;The Rock&quot;  Johnson 2024!
1618,Yall had this in the vault WAITING!
1619,Harris is so much easier.
1620,She talks through her nose.
1621,President Biden is a functional incompetent.Kamala Harris is an unconscious incompetent!
1622,Get your Venn diagrams out!
1623,Bahaha no
1624,Kamala Harris said that Donald Trump doesn&#39;t have the character to be the President of the United States....Then how did Donald Trump win the election in 2016?
1625,"I think  for women,  abortion  is populsr  and Camilla  is a good choice"
1626,😂😂😂😂😂😂😂😂😂😂
1627,Taylor will be endorsing her any day now. That&#39;s three million young voters. Hunter and any side deal he may have made are now irrelevant. That&#39;s going to be hard for the average mage voter to let go of. The house dog and pony show is dead.
1628,Kamala has 0 chance
1629,Harris was Biden&#39;s DEI hire to fool minorities to keep voting D.  Fool you once?
1630,Im glad we were all just surprised as WSJ about this news. They sure were fast to put this together lol.
1631,She will slay trump in a debate
1632,comparing kamala to obama is wild wishful thinking. She is more like Hillary and we know how that worked out in the past.
1633,She&#39;s not.
1634,Unburdened by rationality and common sense.
1635,They&#39;re comparing Obama to Harris? HOW?! That is an insult to Obama.
1636,Lol no 😂
1637,No. She’s not the best candidate. Truth.
1638,Do you think that a woman can win the presidential election?  I am dubious!!
1639,The GOP now owns the old-guy problem
1640,So now we need new ballots?
1641,"to level the playing field, Kamala has changed his pronouns to he/him"
1642,"Female power at the top! It&#39;s past time. Hillary should have won but now it can be corrected by voting Kamala Harris,✔️"
1643,Kamala Harris is worse than Biden as debilitated as Biden was! Kamala Harris just does not have the substance to be president!
1644,Finally the Democrat&#39;s will Boast an all female ticket: Kamala Harris and Pete Buttigieg
1645,Can Kamala pick Michelle Obama as her VP pick?
1646,"Kamala Harris gets my vote!  I&#39;m voting for women&#39;s rights for their bodies, women&#39;s voting rights and women&#39;s equal rights!  Ladies, VOTE BLUE!!!!!"
1647,Trump has no plan for the nation . he just spews hate and that is what his base want to hear
1648,Well I guess Trump is the next president!
1649,"Biden and Jim Clyburn put us in this situation. Remember 2020 Clyburn cut the deal to back Biden if he would take Harris as his running mate. Remember right after Clyburn backed Biden to get him elected in 2020 he announced he was taking a &quot;female&quot; running mate. Of course announcing he was going to take a female running mate and not who would be the &quot;best choice&quot; to pass the torch too, (which the VP always becomes) so now we stuck in this sh*thole. We all need to scream at the top of our lungs for Democrats to nominate GAVIN NEWSOM. He has the Obama quick wit and is so well spoken like Obama, and has the Obama good looks too, which is what modern politics really want! Even Gretchen Whitmer or Hakeem Jeffries would be a far better choice then Harris. We need to quit playing the race card and basically &quot;hinting&quot; you must be a racist if you don&#39;t back Harris. Harris has never been popular or loved like an Obama or many others, it may not be fair but it&#39;s just the way it is. In a race, when it comes down to saving democracy and defeating Trump, as the late, great, Vince Lombardi once said: &quot;Winning isn&#39;t everything; it&#39;s the only thing.&quot; It&#39;s not what color the candidates skin is or if they are a man or woman, it&#39;s who is the best candidate to be win. If Democrats are so great then why do we keep losing so much? Can&#39;t you all see that?"
1650,She’s not stronger
1651,Look at her record and its suicide to put Harris on the ticket. They are thinking we are too stupid to see through to not look it up. A liar a traditional politician 😂
1652,This is GREAT NEWS!! Like I knew we were gonna win against Biden but I had no idea it would get this much easier.
1653,She will be an easier victory than Biden was going to be. She pulls even worse than Biden did. I hope they do put Harris in. That’s the play they need to make.
1654,"Harris is a wonderful opponent for Trump. She is a woman, she is person of colour, and according to this video that’s about it."
1655,Wow this is stupid
1656,Can&#39;t  watch this. Please be truthful.. no lies
1657,Harris has my vote already! Go BLUE 💙💙💙💙💙💙💙💙💙💙
1658,Good thing there was a question mark after that statement !<br>You&#39;ve got to be kidding !<br>That THING against a legend ?
1659,"Think of all the women who will vote for VP Kamala Harris. All women who want freedom of body, financial, emotional, spiritually etc. Go Kamala Go! 🗳️✔️"
1660,And where is Kamala personality? 😅😂
1661,"Every argument you had for Kamala also goes for michelle obama, but i feel like there is a more high view of michelle than kamala. The left isnt even wild about kamala and michelle has a stronger hold on the left."
1662,Does anybody actually like her?
1663,Trump 2024!<br><br>They not like us..
1664,PHILIPPINES FOR TRUMP
1665,Harris/Cheney??? I know Cheney would have to flip but Tulsi Gabbard did.
1666,Da of San Francisco<br>District attorney of ca <br>Vice president <br>All flukes I guess?
1667,"Well, this intro didn&#39;t age well."
1668,Blacks only represent 12 % of the vote so who cares ?
1669,Kamala Harris Is equally corrupt Liar than Trump. No way does she win impossible.  RFK jr.😂
1670,PHILIPPINES FOR TRUMP
1671,Already know where this is going lol she gonna spit out a whole bunch of bull to get those votes and this country going right back to square 1.
1672,KAMALA...THE ANSWER IS...BLOWING IN THE WIND...UNBURDENED BY WHAT HAS BEEN...WTDDDMFU
1673,Bring the popcorn its gonna be like 2016 again 😂
1674,V.P. Andy Breshers from Kentucky!  Sorry if I spelled his name incorrectly.  Gov Andy is loved.
1675,"I much prefer a DA over a country lawyer. Go ladies, shine, and win. Win big! The DA is inherently conservative, (good for everyone) and she has a record of following the law. What is the point of having laws if everyone breaks them? A poor man would likely go to jail for hiring a prostitute. Sad more people don&#39;t admonish Trump out of the race. He is literally a pos. Misplaced priorities."
1676,🇺🇸Pete Buttigieg for President 🇺🇸
1677,Nope she will not be the first lady president I haven&#39;t seen her at all since the democrats took office she&#39;s a plant from the far left
1678,She couldn&#39;t even get 1% support in the primaries. This should be fun to watch.
1679,Harris is a horrible candidate.
1680,The fact that abortion is the number 1 issue we have is a sick joke. We are a nation of delinquency. No wonder other countries don’t like us lol
1681,Where in the Bible it says that the new Babylon will receive a lady leader and become desolate
1682,"So now it is on A Female prosecutor that specialized in prosecuting child sexual assault cases in the Alameda County District Attorney&#39;s Office is now running for president against an admitted rapist and a regular at pedophile island run by Jeffrey Epstein.  With his business operations set up in the U.S. Virgin Islands, Epstein bought an adjacent 72-acre island called Little St. James for just shy of $8 million in 1998. It is known that this is where he operated his sex trafficking activities and where most of his pedophilic acts occurred. Some of the youngest girls who were trafficked onto the island were said to be 12 years old. Donald was there over 10 times...  Soon this will be public knowledge.  Jeffrey Epstein was an American money manager and registered sex offender and BFF&#39;s with Donald Trump. In August 2019, he died by suicide in jail while awaiting trial on charges of sex-trafficking minors."
1683,No one in their right mind can possibly think Kamala Harris will win. She has not been impressive AT ALL!
1684,We have no other choice for democracy than Harris 🎉
1685,if kamala stops talking down to pople she has  a shot
1686,Can’t stop 🛑 ha ha ha USA 🇺🇸 with first Indian 🌍 ruling with ha ha ha language up
1687,"We need energy, shetalks like she is telling a story. People like energy"
1688,She dropped out of the primary very early with almost zero percent of the support!
1689,Well this was well timed
1690,"didn&#39;t know <a href=""https://www.youtube.com/watch?v=akvhkLHnOAM&amp;t=426"">7:06</a> trump already named Harris a laughing Kamala😂😂"
1691,Remember folks when you are huffing so much Copium you become a WSJ reporter
1692,"<a href=""https://www.youtube.com/watch?v=akvhkLHnOAM&amp;t=173"">2:53</a> she only shares the superficial traits. she doesn’t have any of the same intangible qualities that Obama has"
1693,"Sorry, but Kamila Harris or Clinton are not it"
1694,"Funny how the WSJ mentions how she soared quickly in the primary, but chose not to cover that she crashed down even faster to only 1-2% just a few weeks after that and had to drop out. Also, funny that they only mention her background as a prosecutor to say that it makes her a good debater (dubious claim), and not mention that her record as a prosecutor was so offensive to the Democratic base, that her support plummeted as soon as people were made aware of it (thanks Tulsi!). This is called a puff piece, folks."
1695,Obama  his not nice  he should  endorsed  Harris
1696,Harris is much worse than Biden lol
1697,"Its scary to see that the only thing that democrats care about is race politics. Like yeah, its important, but lets more than that. There are so many problems that exist that arent just social. We need real results on real problems."
1698,The GOP should seriously think about replacing Trump.  He&#39;s been showing signs of senility with his increased rambling off message and looks to be in generally poor health.
1699,I would love Kamala to get the job
1700,Can&#39;t rely on polls. People often change their mind. GOD BLESS AMERICA! AND GOD BLESS THE 2025 POTUS AND OF THE FREE WORLD!!!❤❤❤
1701,Since the Civil War they are 0.00 Wealth Status 2024 USA 🇺🇸.  Did that ha ha  ha USA 🇺🇸
1702,No
1703,We don&#39;t need Camalalalalalal
1704,Q
1705,Lets see if America elects a woman for the first time.
1706,She won ZERO delegates in her 2020 run and as VP her signature job was the Border... &#39;nuff said.
1707,"I wouldn&#39;t be surprised if somehow K.H miraculously is elected, fraud, lies and sketchy politicians ..the distrust is real"
1708,"We vote BLUE no matter what- This election isn&#39;t about one person as president its about voting for Democracy, Freedom, We The People."
1709,"I don&#39;t care. President Biden&#39;s sacrifice has just hardened my resolve to vote against trump, doesn&#39;t matter who&#39;s on the ticket at this point."
1710,"Kamala is Lisa Simpson, If you know you know."
1711,what Harris been doing? Nada...even Michelle Obama has better chance
1712,"Not sure who’s the stronger candidate but I can imagine what will be, unburdened by what was"
1713,"So WSJ is so on top, they don&#39;t think Obama can come in as a Vice Prez. But can he ?<br>In fact, the relevant constitutional provisions, their histories, and their purposes all point to the same conclusion: A twice-before-elected President may become Vice-President either through appointment or through election and — like any other Vice-President — may thereafter succeed from that office to the Presidency ...<br>Please WSJ, upgrade ur staff."
1714,At least she can walk.
1715,"If people can vote for that slapper, then the country has got seriously big problems."
1716,"Oh great ,this should be easy the united of America against the DEI coalitions. Don&#39;t forget that Kamala Harris, before and Biden were elected told the Black community and the rest of the country what her and the Dems had planned to give the American citizenship nothing !!! And they did just that they screwed the American public for illegals...The producers of this news clip don&#39;t have a clue..."
1717,The only way she beats Trump is if it is totally Rigged of which l bet it will be.😡
1718,Trump .....forever🎉🎉
1719,Define looking forward to this!!
1720,&#39;Vote me for me because I&#39;m black&#39;
1721,"Ya&#39;ll should talk about what she&#39;s done for law enforcement in California...<br>very ethical records, right?"
1722,You Saw Old Mindset USA 🇺🇸 now atheist N got fooled by 🌍 and got their$$$ reward Zero ha ha
1723,Kamala is unelectable. Dems lol
1724,No
1725,Hahahahahaha
1726,No chances for Harris. I&#39;m sorry.
1727,"Y’all can elect who you want, I’m still gonna be voting for RFK"
1728,She&#39;s been in hiding since Biden was elected.  How would she b a better candidate 🤔
1729,I bet Trump ducks any debates with Kamala Harris.  Still wonder what his nickname for her is going to be.  Time for the MAGA mill to crank out a new narrative.
1730,"People of color is a racist divisive term. It just means anyone not white, like white people are a seperate species from every other ethnicity on the planet. The Left keeps pushing this whites vs everyone else narrative."
1731,"I think Pamela Harris is a very strong candidate.  She will be facing ferocious attack from Trump and Vance who only has the ability to demonize Democrats and the country. I hope she will show her ability as a strong leader which often perceived by voters as one who is knowledgeable of the issues Americans are facing, be able to articulate democrats policies convincingly.  In addition with her prosecutor’s experience, i hope when she faces attacks from the Republic and in particular Trump and Vance, she should in her campaign continue to expose Trump’s failure in his presidency, his ongoing pathological lies, his disregard for law and order , his despise of women, his fraud, his dishonesty, his character and moral etc etc."
1732,Kamal? She couldn&#39;t beat Biden in 2020. She barely came in last prior to the DNC convention then.
1733,She got ZERO votes in the primary &amp; dropped out first!!!! You expect voters to just forget she repeatedly lied about Joe&#39;s decline? You think the fear mongering &amp; gaslighting will still work? Was the way Joe was pushed out after 14+ million people voted for him in any way democracy? Will the people choose or the elites? I&#39;m done
1734,Cackling Kamala Harris is not trusteorthy
1735,Yeah he&#39;s definitely a democratic political strategist.
1736,"Harris, “ I am thankful for this opportunity. It is an opportunity I am thankful for, it is an opportunity I should be thankful for, I will continue to be thankful for this opportunity. Thank you Mr president for this opportunity."
1737,Ah! The Border Czar !!! Willie Brown or Montell Jordan for VP!!!
1738,"Mrs.  Harris has very low ratings as vice-president through the length of her tenure of that position. She has been incompetent. Now, these folks here want her only to attract blacks and women votes regardless. Just to stay on power. 😊 She has been part of the most corrupt and incompetent administration in modern US history. Why continue four more years of the Biden/Harris disaster?"
1739,I eagerly wait for the debate
1740,Kamala Harris 2024!!!
1741,"Oh, Republican gaslighting is strong in the comments I see."
1742,The first two soy boys I had to go
1743,"Where are these polls being taken and who are they surveying? Their Base! Democrats are losing their base in droves, as being are tired of the lip service and of always receiving the shaft by the Democratic Party.  And if you keep on lying about the things Trump has said and is saying on the issues; then the more constituents are going to turn their backs on the party, when they decide to fact check what is being said."
1744,lol. Please be the nominee.
1745,RFK jr tells America the truth 👏
1746,Let&#39;s go Kamala Harris. The next president of the USA
1747,"<a href=""https://www.youtube.com/watch?v=akvhkLHnOAM&amp;t=97"">1:37</a>  Kamala harris is African-American? WSJ get your facts right"
1748,"As a prosecutor in California, she put more minorities in jail than any other prosecutor in history.  Are you kidding me?  Good luck!"
1749,K Harris is a joke. I literally never see her.
1750,Nope. She is word salad.
1751,Nothing to lose
1752,She NEVER GOT A SINGLE DELEGATE!!! DROPPED OUT BECAUSE SHE NEVER GOT OVER ZERO PERCENT ( 0%) !!! ZERO!!!
1753,YOU HAVE TAKEN HIGHER GROUND BY LEAVING THE OFFICE .. THANK U FOR THE SERVICE TO THE NATION ... NOW LET SOME ONE WITH SOME GOOD YEARS N WILL TAKE UP THE JOB .. DEFEAT THE PROJECT 2025 .. SAVE DEMOCRACY
1754,"If KH is running, there will be a landslide victory for DJT"
1755,Hillary could run again instead of Harris
1756,Then whyd she do so poorly in the primary....
1757,"Ok dems, they did it to ya again. Let&#39;s substitute old guy with dementia for the giggling goofball. We can scaremonger voters to another horrible 4 years serving the donors with the orange boogieman again. You have a great choice ready to bring sanity, diplomacy and prosperity back to the country. Vote Kennedy or get Trump, we all know that&#39;s the choice, fortunately it&#39;s a great choice to have for once. Kennedy 2024!!"
1758,"Kamala doesn&#39;t stand a chance of beating Trump, Pete Buttigieg however has a better chance, imho."
1759,Is anybody else getting blocked from playing the video just asking?
1760,We all knew this would happen
1761,the felon will never debate Kamala.  lol
1762,"we going to hear her cackle  for 4 yesrs when she laughs Oh God <a href=""http://no.lol/"">No.lol</a>!!! Trump please win so  we dont among other things hsve to hear her laugh lol"
1763,Trump 2024
1764,"Wasn’t Kamala the Border Zsar ? I’m not sure what that means but she , Mayorkas and anyone else involved with the border has failed miserably, I’d say purposefully."
1765,"Since trump lived , do you think 🤔 Biden is stepping down now.. put trump in a bullseye 🎯  is what Biden said.. this looks like a setup"
1766,Tulsa Gabbard cleaned Harris&#39;s clock in a debate.
1767,These ppl are drinking the Delulu Juice!!!
1768,IM BLACK WOMAH VOTE ME IN YULL IM JUS LIKE U
1769,Kamala just needs to reiterate the Biden accomplishments..... pause.....
1770,Go woke go broke. She is a DEI pick....<br><br>Ridiculous
1771,Ho wow she will beat the corrupt Trump. Kamala will win the big race. She have it all the way.
1772,Never win she’s lost 😡
1773,😂😂😂 not really.
1774,Nope !!! Trump2024!
1775,Kamela has 0 chance.
1776,What happened to Bill Beck better? Kidding.
1777,"She&#39;s got the Mola Ram vote as well as the Ghetto vote, tough to beat."
1778,Trump will win now !
1779,"Harris will be laughing like a Hyena all the way to the unemployment line.<br><br>I eonder who wrote that letter for Biden, he can&#39;t even finish a sentence...<br><br>Well I can&#39;t see him getting a charge for any of that money laundering he&#39;s been doing, over 50 billion later maybe even more you&#39;re probably buy Epstein Island and live happily ever after."
1780,TRUMP 2024
1781,Do yall forget how Kamala swept with Joe in the debates in 2020? Joe won by pure Trump hatred and Obama legacy. Kamala was VP herself and she is obviously is a better choice then Trump I feel so much better about the election now
1782,"Biden can defend his decision by saying that he is currently able to serve as a president and can campaign for the Nov. election however he is not sure of his health 2, 3, 4 years into his second term"
1783,"The passage of time says she is not a suitable candidate for anything let alone president. Incompetent affirmative action candidate will be exposed big time and this will be a massive embarrassment for the Democrats, just wait..."
1784,Viva  kamala
1785,"Trump is liar , TRUMP is never tell the truths, make story fakes not qualify for presidency is TRUMP ."
1786,2025 plan should sum it up !!! VOTE BLUE all the way !!!
1787,I&#39;m a Democrat and I ain&#39;t voting for this woman
1788,how many women and black people did she put in prison in california
1789,I wonder how much mint chocolate chip ice cream they had to give him to finally step down. 🍦 🍦 🍦
1790,FJB!
1791,WSJ probably had a video ready to drop about Trumps assassination incriminating Iraq. Oops.
1792,"It doesn&#39;t matter who they send, they&#39;re gonna lose."
1793,"Bring back De Trump. We have seen the vids. The remorse. Let’s just do what needs done. Yall w Biden and the dark party going for global war, conquer and divide? Cool.. siike"
1794,No way Kamala Harris is a stronger opposition to trump than Biden was. Harris is a joke. Just concede and focus on the next election. It would be trumps final term.
1795,Kamala Harris has been the worst vice president in modern history. Can&#39;t support Harris.
1796,"The first catholic president was done in with a bullet, this one was done in by multi-billionaire media empires. Boycott WSJ, Fox, and all the Murdoch enterprises."
1797,Pivoting attacks from Sleepy Joe to Word Salad Kamala won&#39;t be a problem for Trump.
1798,kamala harris is not black. she is barely light skin.
1799,"Oh, so it&#39;s Okamala now..  So nothing changed."
1800,"no, shes just as bad......"
1801,Yea they are right some
1802,I don&#39;t care I&#39;m still voting for Trump
1803,MAGA
1804,Lol the candidate that got 1% of the dem vote despite being the states preferred candidate.<br>No she doesnt have a chance jn a real election againdt Trump.<br><br>But they will probably build her up and then pick someone else last minute.
1805,Kamala been president for 4 years due to Biden health and being old 😅😂now Harris want to be a president for a real tittle because has of now Kamala is the president not really joe
1806,Remember how they lied about Biden’s condition! Keep that same mindset when they speak on the woman that didn’t win 1 Dem delegate in the 2020 primary. Not even Democrats wanted Get! Look up how she treated black inmates in California.
1807,The RUSSIAN Trump TROLLS  are infesting. this comment section.
1808,"Democrat&#39;s minimum for presidential candidate in the Whitehouse: tanned skin, and being a &quot;pregnant&quot; person. Not based on any actual sound policies or actual merits."
1809,I love VP Harris’ word salad.. looking forward to it being exposed even more so.
1810,"What everyone seems to be glancing over here, is the importance of the passage of time. The passage of time is the passage of time and the passage of time is the passage of time that the passage of time has the passage of time to the passage of time is the passage of time and the passage of time that the passage of time was the passage of time is the passage of time is the passage of time is the passage of time..."
1811,Well I guess now we can all see first hand just what can be unburdened… by… what… has…been.
1812,"No votes for TRUMP 2025 . NO NUMBER FOR TRUMP . DICTATORSHIP, COMMUNISM COMMUNIST LEADERSHIP. NO TRUMP .!!"
1813,It will be supposedly following :Harris will be president and Biden will be her VP. It was the same thing with Baruch Obama as president. Enough of Biden and his clique and it doesn&#39;t matter if he will be minister or Vice president or only hidden under table there
1814,Bruh tulsi gabbard literally destroyed kamala harris.
1815,Hey WSJ stronger how stronger tell you what tell me what this unqualified VP is stronger when she did nothing whatsoever to help this country but damage it tell you what I&#39;m getting tired because I&#39;m a white male having myself judged because I do not vote for people of color I vote on what&#39;s best and who&#39;s qualified to run this country and to be honest Kamala is not qualified period so keep playing that card because its tiring  in conclusion Trump MAGA for me
1816,"If she came across as such a great debater in 2020, how come she was one of the first to drop out due to her horrendous debate performance?"
1817,Kamala sucks how could we forget how much she despises the poor and homeless?
1818,"She&#39;s not an African American woman, she identifies as Indian, she said it on public TV, what are these people smoking?"
1819,"Trump vs Harris!?? <br><br>A debate!?<br> <br>That man cooked little Marco, Ted Cruz, Hillary Clinton, Joe. At this point just give it to trump🥱 sorry democrats just sit this one out…"
1820,"No way, and it has nothing to do with color at all.  I will not vote for a cackling crow and I know I&#39;m not alone in that opinion.  Harris does not have what it takes IMO."
1821,Tulsi Gabbard tourched her campaign
1822,"if Trump doesn&#39;t win, America will e doomed hence the entire world. vote wisely this is not about individual or party, but about who has our best interest"
1823,GOD BLESS YOU PRESIDENT BIDEN! YOU DID THE BEST EVER RUNNING OUR UNITED STATES OF AMERICA.. GOD SPEED AHEAD.
1824,All you Trump fans sound nervous.😂 too funny!
1825,Show me a poll pitting Taylor Swift against Trump.
1826,"HAHAHAHAHA.<br><br>Sorry but there isn&#39;t a single voter who&#39;s going to vote for Kamala, unless you&#39;re deeply entrenched in left wing propaganda."
1827,Lol
1828,"Replacing Biden with Harris wouldn&#39;t gain my vote, since she&#39;s part of the Biden administration I&#39;m dissatisfied with. I&#39;d gladly vote for almost anyone new just to vote against Trump, but not anyone from this outgoing administration."
1829,Do nothing Harris can&#39;t even manage her first assignment from her boss  managing the border problem.  That&#39;s because it&#39;s been wide open.
1830,"KAMALA HARRIS. VOTES FOR KAMALA HARRIS, VOTES NUMBER FOR KAMALA HARRIS. FOR FREEDOM. FOR DEMOCRATS COUNTRY ."
1831,Her poll numbers are worse then Joe 😂 wrap it up it’s done
1832,&quot;expert&quot;! 😂😂
1833,"I’ve never been a fan of Kamala - but that fierce, grating, prosecutorial vibe is just what could destroy Trump.  And the relief we all feel at having Biden out (as much as I love him) could well being in a tsunami of support.  <br><br>Harris all the way."
1834,Worse than Biden!
1835,"Harris may perform slightly better in the fake poll but she has to have a clear plan for America and defend her failure as a VP, starting with her lackluster role as Border Czar"
1836,she is not articulate in interviews . I can&#39;t believe she was a prosecutor
1837,bring on another presidential debate
1838,They are wrong to assume Kamala’s popularity among Blacks.
1839,Kamala Harris Win. ♥🇺🇸💋
1840,She can be like Lyndon Johnson after Kennedy - Carry through BIden policies but bring a different focus
1841,"she won&#39;t be able to win, terrible day when Biden withdrew. ppl in Europe, start learning Russian"
1842,to be fair Kamala has been president for 3 years already
1843,Only if Harris picks Andrew Yang as VP will I cast a vote for her
1844,A woman cannot win Trump. It is simple. Stop all these nonsense
1845,Kamala Harris speaks in Voodoo Riddles! She is totally UNQUALIFIED to be President. She&#39;s been a horrible VP!
1846,"Kackle, kackle, venn diagram, electric bus, kackle, kackle, legs up, do not come, do not come.<br><br><br>Trump: I&#39;m gonna come."
1847,Vote Harris and VP Buttigieg
1848,"Trump landslide incoming, its not even funny anymore"
1849,Go Kamala go!!!
1850,They stitched the video together in record time.
1851,HarrisXWhitmer
1852,"Yes nobody the system than you, no wonder you do not pay taxes. This election became a comic race😢"
1853,I can’t stand Kamala’s voice
1854,"Condi Rice for President as an Independent .Maybe,R.F.L.Jr .could win with  Harris.The dream team would be  Condi Rice/Clinton"
1855,"She doesn&#39;t even come close to Obama in charisma or ability to articulate, the only reason you making comparisons is because of their race which is actually kinda racist."
1856,Dems rug pulled democracy on the dems that preach how important it is.
1857,Sad part is is I don&#39;t like Trump but the Democratic policies are making a working-class person like me who&#39;s worked my entire life just trying to provide for my kids and my family the hardest thing to do on this planet so unfortunately unless I see something drastic change I can&#39;t for anybody Democratic as of right now because they&#39;re trying to kill my lower middle class status and drown me with everything going on because for some reason they keep wanting to get people who don&#39;t want to work at all money the people like me or trying to just work away from my kids 5 days a week because I&#39;m a truck driver trying to do what I can to provide for my kids the hardest thing in the world to do and I dislike Trump but how can I not vote for a Republican and Democratic policies are what&#39;s ruining our country right now FYI I&#39;m a self-aware sarcastic extrovert loud fat idiot so nothing you can say to me is going to hurt my feelings cuz I know who I am and I don&#39;t care
1858,"She 💯has my VOTE!  💙<br> Also i dont do polls 😉 <br>So, in my opinion...polls don&#39;t mean much. <br>We show up when it truly matters. 😎✌🏾"
