Comment Number,Comment Content,Processed comments
2578,Screwed,screwed
2579,Screwed,screwed
2580,I love this sitcom!,love sitcom
2581,Pure entertainment,pure entertainment
2582,I search youtube for the debate. The actual debate is the 12th  result....<br>Looks like the algorithm is playing the field... again.,search youtube debate actual debate th result br look like algorithm playing field
2583,trump while biden is talking: 🗿,trump biden talking
2584,Beginning of the end of bidens campaign,beginning end bidens campaign
2585,is anyone going give vote sleeping biden ? 😂,anyone going give vote sleeping biden
2586,"Ok wee have to the Paris accord for the polution ok lol, it&#39;s politics bulshit,  and the peaple that believes this they are the problems",ok wee paris accord polution ok lol politics bulshit peaple belief problem
2587,Biden you are 80 plus wish is a blessing from God . Please go and enjoy the rest off your days on earth like going to play golf family vacations . Biden respectfully your not build for another 4 yrs be happy you became president for 4 yrs . Sorry after watching this your not getting my vote . Something is not right your health concerns me .,biden plus wish blessing god please go enjoy rest day earth like going play golf family vacation biden respectfully not build another yr happy became president yr sorry watching not getting vote something not right health concern
2588,We need younger candidates on both sides &amp; not just in the Presidency.,need younger candidate side amp not presidency
2589,Biden is the greatest president in anyone’s lifetime,biden greatest president anyones lifetime
2590,Great debate,great debate
2591,From a Aussie seat down under gee Trump makes alot of sense.. ❤❤❤,aussie seat gee trump make alot sense
2592,Trump is the way better man,trump way better man
2593,Learn about zionism you&#39;ll be entertained and understand why the World is at war right now.,learn zionism entertained understand world war right
2594,Yes get out of nature they are war criminal working for the wef,yes get nature war criminal working wef
2595,Timestamps of moments Trump was yelling:,timestamps moment trump yelling
2596,"Well he is right, he&#39;s beat medicare to death 🤣🤣🤣🤣",well right beat medicare death
2597,"Did Biden go number 2 on the debate stage? <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4585"">1:16:25</a>",biden go number debate stage href http www youtube com watch v qqggydce amp
2598,Wow O’Biden is a liar!,wow obiden liar
2599,OMG biden looks like a corps,omg biden look like corp
2600,Ww.,ww
2601,Biden is such a hateful liar.,biden hateful liar
2602,❤,
2603,"25% ain’t enough, buddy. We need to bring back the Roosevelt tax",aint enough buddy need bring back roosevelt tax
2604,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4305"">1:11:45</a> “He reduced it a little, a little bit like this much 🤏🏻.” 😂 still TRUMP for 2024 though!",href http www youtube com watch v qqggydce amp reduced little little bit like much still trump though
2605,Donald Trump: THE MOST ELECTRIFYING PRESIDENT OF THE 21ST CENTURY!!!! 😎😎😎😎😎 TRUMP FOR PRESIDENT!!!!!!,donald trump electrifying president st century trump president
2606,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=719"">11:59</a> That&#39;s what you&#39;re looking for😂",href http www youtube com watch v qqggydce amp looking
2607,Bruh im 30 mins in and i have not a single fkn clue what biden is saying 😂😂😂 feel bad for trump,bruh im min not single fkn clue biden saying feel bad trump
2608,“The most embarrassing moment in our country” yeah this debate is giving that a run for its money.,embarrassing moment country yeah debate giving run money
2609,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=713"">11:53</a> &quot;covid.. I skibidi with&quot;",href http www youtube com watch v qqggydce amp quot covid skibidi quot
2610,"Wow, I’ve seen clips of this debate. It’s even worse watching the whole thing. Biden is lost.",wow ive seen clip debate even worse watching whole thing biden lost
2611,Did Biden forget he IS the president NOW??  Why hasn&#39;t he done all these things he&#39;s talking about?  He&#39;s President right NOW.,biden forget president done thing talking president right
2612,Let’s just have them box each other,let box
2613,"THIS IS  CNNS YEAR , AND I HATED THEM 2",cnns year hated
2614,"you guys say my president is a lying ,,,, why that doctor is not Sueing him ,,,, my pres is a worth billions .....",guy say president lying doctor not sueing pres worth billion
2615,Biden is A puppet whis controling him May b Obama 😂,biden puppet whis controling may b obama
2616,দুজনেই মিথ্যা কথা বলে,
2617,Trump !And Nigel Farage   need 2 get this world in order together  they can do that if only you people  all over the world WAKE UP AND DO THE RITE THING,trump nigel farage need get world order together people world wake rite thing
2618,Parkinson&#39;s disease is a very deadly disease. He&#39;s probably been like this for who knows how long.,parkinson disease deadly disease probably like know long
2619,Great. Someone who thinks it&#39;s an abortion if you kill the baby after it&#39;s born vs someone too old to make a coherent sentence.<br><br>This is both hilarious to watch and absolutely terrifying to remember that I live here.,great someone think abortion kill baby born v someone old make coherent sentence br br hilarious watch absolutely terrifying remember live
2620,Now who farted i know you heard it<br><br><br><br><br>Who do you think did it👇🏽⤵️,farted know heard br br br br br think
2621,take a shot every time Biden says “the idea that…”,take shot every time biden say idea
2622,nursing home power !,nursing home power
2623,call the nursing home now !!,call nursing home
2624,The comment section is 😂,comment section
2625,"4 years on and we are still talking about covid, row v wade and immigration",year still talking covid row v wade immigration
2626,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=950"">15:50</a> Alex Alex Jones predicted this on The Joe Rogan Experience",href http www youtube com watch v qqggydce amp alex alex jones predicted joe rogan experience
2627,Jo sounds like he got a washrag in his mouth.,jo sound like got washrag mouth
2628,"It appears to me that Biden is only running against Trump as a vengeance not as an actual opponent. Sadly, I don’t think he has the country in mind.",appears biden running trump vengeance not actual opponent sadly dont think country mind
2629,Does Biden only knows about the idea,biden know idea
2630,Rest in peace dad Biden,rest peace dad biden
2631,Biden embarrassment to the world💩💩💩,biden embarrassment world
2632,Do we have a translators for biden?,translator biden
2633,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=5195"">1:26:35</a> he does not blink. What is he on 😂?",href http www youtube com watch v qqggydce amp not blink
2634,I felt so embarrassed whenever Biden speaks.,felt embarrassed whenever biden speaks
2635,Joe looks so confused,joe look confused
2636,I hate Trump but he&#39;s the only one here still quite aware of what is going on and what he is saying.,hate trump one still quite aware going saying
2637,It’s wild that in 2024 Biden wants to give only black peolle tax credits towards buying a home<br><br>This is racist and a violation of the constitution,wild biden want give black peolle tax credit towards buying home br br racist violation constitution
2638,"Dearest the Washington Journal <br><br>We&#39;re looking for collaborating and speaking more about our electoral marathon! Would love correspondence. <br><br>P.S.,<br>Hope you don&#39;t mind the promoting<br>(please would you tell me if you don&#39;t)<br><br>🏳️‍🌈 Merkleykraft, &#39;24! 🏳️‍⚧️<br>We&#39;ll kiss, we&#39;ll hold hands, and we&#39;ll get married in front of our entire United States of America!<br><br>💌Ry Kraft for President!<br><br>Let&#39;s <br>bring our pride back to our United States of America!<br><br>Let&#39;s<br>make America better again!<br><br>Why,<br>does our Registry have over 60,000 in our registry, here in the Portland metropolis alone, but only 1,000 are notarized? It&#39;s common sense issues like these that our fellows believe have been well-established decades ago, when in reality, we&#39;re at basic level on so many pressing issues! And, also,<br>This is one that will most definitively get funded!<br><br><br>When I become (Vice) President, <br>the first thing I&#39;d do is sign off on a couple crucial Executive Orders <br>focused on Mental Health and wellness in our leading Enforcement positions:<br>√ Hiring Therapists and or Psychiatrists per Precinct with a client/doctor confidentiality, keeping our Officers on the force and maintaining a non-bias, non-mandated reporter-type basis; reprimanding, retraining, not removing;<br>√ Hiring at least (1) Law Professional per State to mitigate negligible, reoccurring persons and cases to escalate and determine an equitable, fair outcome prior to all-or-nothing offenses occur; to aid, not (necessarily) make life changes or decisions;<br>√ Mandating CDL-Training (and potentially Hiring Process mitigation) within our Prison System, and a broader-scaled Technical Training within our Jail System;<br>as well as<br>√ Hiring, at the very least, a graveyard crew of ~7, per state, maintaining our Country&#39;s registry.<br>These,<br>I wholeheartedly believe key, when building upon, holding, and in keeping, a career. There should never be despondency; <br>if <br>there&#39;s an issue, should we not be alotted to on-the-job training?<br>if <br>there&#39;s emotional turmoil, should we not be alotted on-the-job resources?<br>if<br>we&#39;re to be hired initially, should we not have job security?<br>In Every Job Position!<br><br>Then there&#39;s <br>• border protection which is absolutely imperative; <br>Key fundamentals of Democratic policies like:<br>• maintaining Women&#39;s Rights (my body, my choice) in her right for an abortion, equality in the workspace, and full equality in general; <br>• fighting for our citizens and trying to be the voice for everyone; <br>• lowering our deficit;<br>• focusing on Climate Change in every aspect from Agriculture and Permaculture, to species (on the brink of extinction) rehabilitation and reassimilation, to finding better pesticide and insecticide products that won&#39;t harm our critical, benign insects like pollinators and seasonal nomadic; to stopping Any New big Oil and Gas development agreements;<br>• working with all our World Leaders to create policies best for us, as the United States of America, but also best for our World, globally; <br>and<br>so much more<br><br>I would change so much of our marginalized communities, as I can surely stress that it&#39;s these citizens who take the brunt, from every level. The disparages of our system can seem unbearable and starting from the bottom, all the way to the top, one step at a time, is how we&#39;ll enact a more equitable society. <br>But, I&#39;m still too young (VP only!)<br><br>We need to come together as the United States of America;<br>namely,<br>We all must work; if we&#39;ve need supplement of our Govt., as Nationals, we must Volunteer at the least, strictly in maintaining our Society. Every one of us United States of America Nationals deserve Housing, a Job, and Financial Aid;<br>maintaining one designated building in the heart of every downtown, in every City, to supply these needs will promote so much growth in such a rough market that we do currently face.<br><br>Building upon our Democratic leadership that I follow in direct cadence, we must:<br>• focus on Police Reform, Criminal Reform, and in fixing our Mental Health System;<br>• building upon from the bottom to the top, the middle out, focusing on creating jobs in all sectors in Semiconductors, Food Processing, Manufacturing; and absolutely<br>• focusing on bad banking practices and in fixing these issues, in predatory lending, triple loans, reliance on Corporations too big to fail; <br>then there&#39;s even<br>• Housing Reform:<br>(1) Deed, per citizen, and or persons with dependents; negotiable, not mandatory; implementations:(1) House, (1) Apartment Complex, (1) Lease, (1) Corporation, (1) Entity, (1) building High-rise; simple! It&#39;s clear to see that the Real Estate market is leading our Economy and Society without a single thread of oversight, and it&#39;s with shortsighted policies like these that skew, misrepresent, and shatter the current divide of our current American society;<br>• Immigration Reform:<br>Process and Deportation with a negotiable Warning or added Criminal charges if the subject is already within the system and these undocumented crossings are continuous;<br>• Refugee Asylum Reform:<br>Strict Background Check and applicating process, Case Management oversight with weekly (1)+ hour appointments, mandatory job seeking (3)+ per appointment, Governmental subsidies never be granted ~(10)+ years, supplemental housing never be granted ~(10)+ years;<br>• Filibuster Reform:<br>Perfect Proposals, instrumental Acts, life-changing Bills, imperative Amendments that are yielded on the floor, with a system in place of voted-upon of Yeays or Nays, unless getting at least the simple majority in the House (218/435), and concurrently the simple majority in the Senate (51/100), they&#39;re dead on arrival, and the only pressure we have is filibustering. Eliminating motions that bring bills to the Senate floor, eliminating filibustering Amendments, and eliminating the no-effort filibuster, would give every Senator a voice but not a veto;<br>• Homelessness Initiatives:<br>1...Public Loos, in every City!<br>2...Public electrical outlets, in every City!<br>3...Public LaborReady locales to work for (at least) $20.00/day, in every City!<br>as these basic necessities are not only overlooked, but unprovided as it stands; Whereas, public defication is Illegal; Whereas, loitering is illegal; Whereas, businesses bar our public from even using their services without exchange(s) of monies; Whereas, finding (3) pennies is all that&#39;s promised from walking any citystreets for (24)-hours;<br>• Corporate Credited Reform:<br>Many Corporations have enabled Refinancing, Loans, credit APRs that at least double mandated-payments with massive interest hikes, risky Mortgages that necessitate paycheck-to-paycheck (20)-year payments, and these practices benefit mostly these Entities, while leaving so many of our fellow Americans in close to impossible arrears;<br>• Judicial Reform:<br>When so many massive discrepancies, credible, unjust lawsuits getting completely swept under the rug with dismissals, incredulous taking sides and one-sided judgements, we need an Infrastructure system in place to have oversight over these types of scenarios; a much more involved Supreme Court;<br>• Financial Regulatory Reform:<br>Bad banking practices affect our entire Nation on nearly all levels, from the bottom to the top, with a select few able to regulate. And, it is all-encompassing. Measures to assist our fellow citizens with a Risk Assessor, Payment Deliberator, and or an Accountant,  who work for their clientele in reversing foreclosures, stopping bankruptcies, defusing exclusions, and in having a Judge to strictly mitigate Banking cases, will ease these monumental deficits;<br>and<br>so very much more!<br><br>All our best!<br>🇺🇸 Team Mercury 🇺🇲<br>💌Ry Kraft for President!",dearest washington journal br br looking collaborating speaking electoral marathon would love correspondence br br p br hope mind promoting br please would tell br br merkleykraft br kiss hold hand get married front entire united state america br br ry kraft president br br let br bring pride back united state america br br let br make america better br br br registry registry portland metropolis alone notarized common sense issue like fellow believe well established decade ago reality basic level many pressing issue also br one definitively get funded br br br become vice president br first thing sign couple crucial executive order br focused mental health wellness leading enforcement position br hiring therapist psychiatrist per precinct client doctor confidentiality keeping officer force maintaining non bias non mandated reporter type basis reprimanding retraining not removing br hiring least law professional per state mitigate negligible reoccurring person case escalate determine equitable fair outcome prior nothing offense occur aid not necessarily make life change decision br mandating cdl training potentially hiring process mitigation within prison system broader scaled technical training within jail system br well br hiring least graveyard crew per state maintaining country registry br br wholeheartedly believe key building upon holding keeping career never despondency br br issue not alotted job training br br emotional turmoil not alotted job resource br br hired initially not job security br every job position br br br border protection absolutely imperative br key fundamental democratic policy like br maintaining woman right body choice right abortion equality workspace full equality general br fighting citizen trying voice everyone br lowering deficit br focusing climate change every aspect agriculture permaculture specie brink extinction rehabilitation reassimilation finding better pesticide insecticide product harm critical benign insect like pollinator seasonal nomadic stopping new big oil gas development agreement br working world leader create policy best u united state america also best world globally br br much br br would change much marginalized community surely stress citizen take brunt every level disparages system seem unbearable starting bottom way top one step time enact equitable society br still young vp br br need come together united state america br namely br must work need supplement govt national must volunteer least strictly maintaining society every one u united state america national deserve housing job financial aid br maintaining one designated building heart every downtown every city supply need promote much growth rough market currently face br br building upon democratic leadership follow direct cadence must br focus police reform criminal reform fixing mental health system br building upon bottom top middle focusing creating job sector semiconductor food processing manufacturing absolutely br focusing bad banking practice fixing issue predatory lending triple loan reliance corporation big fail br even br housing reform br deed per citizen person dependent negotiable not mandatory implementation house apartment complex lease corporation entity building high rise simple clear see real estate market leading economy society without single thread oversight shortsighted policy like skew misrepresent shatter current divide current american society br immigration reform br process deportation negotiable warning added criminal charge subject already within system undocumented crossing continuous br refugee asylum reform br strict background check applicating process case management oversight weekly hour appointment mandatory job seeking per appointment governmental subsidy never granted year supplemental housing never granted year br filibuster reform br perfect proposal instrumental act life changing bill imperative amendment yielded floor system place voted upon yeays nay unless getting least simple majority house concurrently simple majority senate dead arrival pressure filibustering eliminating motion bring bill senate floor eliminating filibustering amendment eliminating effort filibuster would give every senator voice not veto br homelessness initiative br public loo every city br public electrical outlet every city br public laborready locale work least day every city br basic necessity not overlooked unprovided stand whereas public defication illegal whereas loitering illegal whereas business bar public even using service without exchange monies whereas finding penny promised walking citystreets hour br corporate credited reform br many corporation enabled refinancing loan credit apr least double mandated payment massive interest hike risky mortgage necessitate paycheck paycheck year payment practice benefit mostly entity leaving many fellow american close impossible arrears br judicial reform br many massive discrepancy credible unjust lawsuit getting completely swept rug dismissal incredulous taking side one sided judgement need infrastructure system place oversight type scenario much involved supreme court br financial regulatory reform br bad banking practice affect entire nation nearly level bottom top select able regulate encompassing measure assist fellow citizen risk assessor payment deliberator accountant work clientele reversing foreclosure stopping bankruptcy defusing exclusion judge strictly mitigate banking case ease monumental deficit br br much br br best br team mercury br ry kraft president
2639,"People will try to play both sides on anything even remotely controversial. Moral equivalency is the most commonly played, cowardly card of the modern age. Learn to think for yourself and speak the truth as well as you can manage.",people try play side anything even remotely controversial moral equivalency commonly played cowardly card modern age learn think speak truth well manage
2640,Why ther are so many numbers and by the ways?😂,ther many number way
2641,They talk like we are in debate when they can make money every day and make as .much as they want and taxes was low and everything was alot affordable when trump was in office we will b able to afford and live life happy again with trump in there trump 2024 🎉🎉,talk like debate make money every day make much want tax low everything alot affordable trump office b able afford live life happy trump trump
2642,I had such a good time.,good time
2643,Biden looks evil...,biden look evil
2644,Evil evil and evil what a future for allof as,evil evil evil future allof
2645,Trump always mean muggin.,trump always mean muggin
2646,May be a Boxing match before the election. 😅,may boxing match election
2647,Biden is lying things have never been so High and this is very difficult for people on fixed income and very hard for the people of this country cannot buy a house or rent an apartment this is ridiculous raising taxes and the interest rate and it is going to crash the economy and put us in a Depression,biden lying thing never high difficult people fixed income hard people country not buy house rent apartment ridiculous raising tax interest rate going crash economy put u depression
2648,This is the person with the nuclear code? I&#39;m scared.,person nuclear code scared
2649,COMEDY GOLD 😆😆😆,comedy gold
2650,Look at him Biden is not all the way there,look biden not way
2651,Trump is going to win this election,trump going win election
2652,Standing on own foot for so long ! Commendable job Mr. President,standing foot long commendable job mr president
2653,"I agree on the surface tax cuts for corporations etc seem unfair but those companies then are able to put more jobs in America versus overseas where they avoid the taxes ,thus providing more jobs for Americans",agree surface tax cut corporation etc seem unfair company able put job america versus overseas avoid tax thus providing job american
2654,$100 groceries now $120!!that’s a joke it’s at least double!!,grocery thats joke least double
2655,Bidens defense: he is lying!,bidens defense lying
2656,"Trump is ready to rumble, Biden is ready to mumble",trump ready rumble biden ready mumble
2657,Biden is washed up,biden washed
2658,"Hey, can anyone confirm, is it game over? Who actually lost?",hey anyone confirm game actually lost
2659,"The whole world is blowing up behind biden presidency 💆🏾‍♂️💆🏾‍♂️🤦🏾‍♂️ <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1812"">30:12</a>",whole world blowing behind biden presidency href http www youtube com watch v qqggydce amp
2660,Trump rocked <br>And biden shocked😂😂😂,trump rocked br biden shocked
2661,what the sigma 💀,sigma
2662,😂💀,
2663,Trump 2024🎉,trump
2664,They both need to drop out get a regular citizen to go to the polls so much corruption in the government,need drop get regular citizen go poll much corruption government
2665,They did not go by the rules moderaters sucked,not go rule moderaters sucked
2666,You did it Joe.,joe
2667,2020 election was stolen,election stolen
2668,Why a country so great like America has only these two very old men to lead them? I really wonder 🤔,country great like america two old men lead really wonder
2669,It&#39;s like Kendrick Vs Drake😂,like kendrick v drake
2670,Everytime biden was saying « the idea » he was like : 😬 it felt like he was bout to say « the iKea »,everytime biden saying idea like felt like bout say ikea
2671,"Joe, you gotta go.",joe got ta go
2672,Who else feels unbearable pity for Joe? The fact that those closest to him are using and encouraging him is disgusting. Jill should be ashamed.,else feel unbearable pity joe fact closest using encouraging disgusting jill ashamed
2673,Watching from France i really enjoyed that South Park episode.,watching france really enjoyed south park episode
2674,"Out of all the great human beings in the US, you guys have a pick of these two bongos bravo 👏🏽",great human being u guy pick two bongo bravo
2675,"I know I don&#39;t get to follow politics as much as I should, and honestly I&#39;m not sure it matters who is at the head if the Congress, Senate and House are actually working for the good of all people. <br><br>That said, this was a disgrace. When will candidates act like gentlemen again and not children. To say they laid out any good information would be an extreme overstatement. <br><br>Neither one answered the child care costs. Wouldn&#39;t matter anyway. If there&#39;s a cost hike, everything and everyone needs a hike to even it out. At some point the number is irrelevant. The McDonald&#39;s employees will be paid$1000/hr and gas will be $300/gal.",know get follow politics much honestly not sure matter head congress senate house actually working good people br br said disgrace candidate act like gentleman not child say laid good information would extreme overstatement br br neither one answered child care cost matter anyway cost hike everything everyone need hike even point number irrelevant mcdonald employee paid hr gas gal
2676,"So is this the US Presidential Debate in 2024?<br>With the Republician Representative Donald Trump yapping over there on the left and Democratic Party Representative Joe Biden putting  an 😦 face on the right.<br>Out of all the 90 minutes of the debate, there&#39;s barely any question that was answered, they were just having a chit-chat of arguing that the opponent&#39;s the worst presidents. When they&#39;re being ask about whether they&#39;re capable of being elected as the President of the United States for the next 4 years, what the debaters being arguing is about golf... Is this even revelent to the question? <br>Literally, no solution that was given to solve these problems, espically for whether womens have the right to abortion. Joe Biden over there were just talking about a case that happened when there was a women that was rapped by illegal immigrants, whereas Donald Trump over there were blaming Joe Biden for letting the illegal immigrants into the border (and that&#39;s basically what Trump being saying throughout the debate). I wonder if Joe Biden has been drinking alcohol before the debate, because he&#39;s seriously drunk by mentioning about &quot;illegal immigrants&quot; rapping an women when he&#39;s the person who&#39;s responsible for opening up the border at Texas. <br><br>The scary thing about this debate is not that what they&#39;re debating, it&#39;s how there&#39;s only two people to vote.",u presidential debate br republician representative donald trump yapping left democratic party representative joe biden putting face right br minute debate barely question answered chit chat arguing opponent worst president ask whether capable elected president united state next year debater arguing golf even revelent question br literally solution given solve problem espically whether woman right abortion joe biden talking case happened woman rapped illegal immigrant whereas donald trump blaming joe biden letting illegal immigrant border basically trump saying throughout debate wonder joe biden drinking alcohol debate seriously drunk mentioning quot illegal immigrant quot rapping woman person responsible opening border texas br br scary thing debate not debating two people vote
2677,its wrong to abuse grandpar in the nursing home.,wrong abuse grandpar nursing home
2678,"It’s crazy that a man with dementia sounds more logical than Trump. Trump is reactive and defensive. He is just defending himself with lies and deflection. I like Trump and I think he has some valid point about the economy, but he really comes off as a guy without a real plan. This is terrible for America. Trump is right. America is turning into a third world country, where crooks with money is the only candidate option to run the country. One is worse than the other 🤦‍♂️",crazy man dementia sound logical trump trump reactive defensive defending lie deflection like trump think valid point economy really come guy without real plan terrible america trump right america turning third world country crook money candidate option run country one worse
2679,That picture of Biden is from like 2012 🤣🤣🤣,picture biden like
2680,"😂😂😂 These comments, I&#39;m dead!!!",comment dead
2681,"Very true! Trump was the worst President the USA ever had since the start of this beautiful Country AMERICA history. Trump should not be allowed to go back to the white house. Please, please do not let him be back coz he is a person who thinks of himself only.",true trump worst president usa ever since start beautiful country america history trump not allowed go back white house please please not let back coz person think
2682,"Mr trump how can you think to stop Social Security, how do you think we old Americans will live on. Remember we earned our Social Security pention with our hard works n contributed for that.",mr trump think stop social security think old american live remember earned social security pention hard work n contributed
2683,"What trump did of calling Biden a criminal is very bad thing to say n very disrespectful to say to a President, also we can say that is assignation of character. I would not vote  him even if he were the only candidate.",trump calling biden criminal bad thing say n disrespectful say president also say assignation character would not vote even candidate
2684,My joy is only reading coments😂😂,joy reading coments
2685,The &quot;evolution&quot; of Donald J. Trump is night and day in coherent speeches.,quot evolution quot donald j trump night day coherent speech
2686,May TRUMP WIN!,may trump win
2687,Trump FTW,trump ftw
2688,TRUMP 2024!!🇺🇲,trump
2689,"THE IDEA THAT........BLAH BLAH BLAH, #1....BLAH BLAH BLAH#2.....BLAH BLAH BLAH, Oh and by the way....!  YOU ARE A #2 JOE! You sound like a broken record! Answer the questions instead of diverting into another subject as though no one notices",idea blah blah blah blah blah blah blah blah blah oh way joe sound like broken record answer question instead diverting another subject though one notice
2690,"Its laughable how &quot;politics&quot; in USA goes now. No matter who will take cabinet. War is inevitable, since they in same system. Trump only using current situation around Israel &amp; Ukraine as an excuses, but he did nothing to prevent escalation in Ukraine when he was in charge. And that was the point when situation there was not good and already over thousand dead.",laughable quot politics quot usa go matter take cabinet war inevitable since system trump using current situation around israel amp ukraine excuse nothing prevent escalation ukraine charge point situation not good already thousand dead
2691,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=359"">5:59</a>  Sleepy Joe dreaming about ice cream! 😅",href http www youtube com watch v qqggydce amp sleepy joe dreaming ice cream
2692,biden&#39;s speech was so quiet i almost fell asleep,biden speech quiet almost fell asleep
2693,"Joe is going through dementia and Alzheimer’s disease. When are they going to make it public ?? Stop hiding these things from the people!!! It’s okay.. it’s human … he’s older. It’s okay to let go Joe… but, to continue to try and stay in this fight is letting us Americans down because you cannot FULLY commit to the presidential term….",joe going dementia alzheimers disease going make public stop hiding thing people okay human he older okay let go joe continue try stay fight letting u american not fully commit presidential term
2694,And he caused the inflation he is blaming 😅😅headshot,caused inflation blaming headshot
2695,<b>We&#39;re doomed</b>,b doomed b
2696,What are you talking about We know what our veterans are going through! The veterans don&#39;t even respect you Biden,talking know veteran going veteran even respect biden
2697,With the crimes that you and your son committed you should be in jail for treason,crime son committed jail treason
2698,Oh yeah what about all of our equipment that Trump had build up and you left it for the enemy what about that Biden?,oh yeah equipment trump build left enemy biden
2699,What do you expect with a fraudulent president puppet for China,expect fraudulent president puppet china
2700,Yes they are and they&#39;re draining our system thanks a lot Biden,yes draining system thanks lot biden
2701,Were these two clowns seriously arguing about who is the better golfer?,two clown seriously arguing better golfer
2702,Hey Biden what about your illegal underground government where you are standing by letting these covens rip off the American people? What about that and you&#39;re stolen election?,hey biden illegal underground government standing letting coven rip american people stolen election
2703,Oh you mean Obama&#39;s cages Good for you,oh mean obama cage good
2704,Try not to laugh part 97 | 2024 presidential debate,try not laugh part presidential debate
2705,Nobody has commented about how black and empty Biden&#39;s eyes are...,nobody commented black empty biden eye
2706,Taxes.. .  Boston tea party would say none.   But after ww2 rich propped is up.   Maybe like at being great and realize it&#39;s china or some sand hill on the coast wants to give us tax breaks only the rich will be great,tax boston tea party would say none ww rich propped maybe like great realize china sand hill coast want give u tax break rich great
2707,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=3925"">1:05:25</a>  did she really laugh😂?",href http www youtube com watch v qqggydce amp really laugh
2708,Change the speed to 0.75x<br><br>Trust me on this one,change speed x br br trust one
2709,"Either way, I&#39;m scared for our country. I am powerless, all I can do is pray.",either way scared country powerless pray
2710,Man this sure is one really funny presidential debate 😂😂😂,man sure one really funny presidential debate
2711,Sleepy joe had to think for abit and brought up Medicare 😂😂😂,sleepy joe think abit brought medicare
2712,"Speaking  as elevator D&#39;s mother, where both of us almost died, I am for NO ABORTION. Think about the beginning scene of Charlotte&#39;s Webb. Now, put a human baby in the place of Wilbur.",speaking elevator mother u almost died abortion think beginning scene charlotte webb put human baby place wilbur
2713,I love you Mr. PresidentTrump! And joe dementia GO AWAY PLEASE.,love mr presidenttrump joe dementia go away please
2714,"Dear americans,<br>For years, you have been making jokes about our politics (I&#39;m from italy), but now, let me say.. you&#39;re really screwed, waayy more than us 😂",dear american br year making joke politics italy let say really screwed waayy u
2715,crazy they still have this up,crazy still
2716,"Having listened to this debate up to the Israel- Hamas issue, I  conclude Biden is not Obama, but he isn&#39;t a write off as many claim. He&#39;s a better deal for the Americans than Trump. He could be having old age issues, but he the better of two evils unless the Democrats  can pick a replacement now.",listened debate israel hamas issue conclude biden not obama write many claim better deal american trump could old age issue better two evil unless democrat pick replacement
2717,Shameless Biden talking biggest supporter of war criminals and Nazis.,shameless biden talking biggest supporter war criminal nazi
2718,Any Biden supporters in these comments?????? Didn’t think so 😏,biden supporter comment didnt think
2719,Trump: Brags about country in very marketable way per training as a capitalist. <br>Biden: Lies every chance he gets and spouts false information regularly. <br>Yeah I am not voting,trump brag country marketable way per training capitalist br biden lie every chance get spout false information regularly br yeah not voting
2720,"@<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=2516"">41:56</a> On the right stands a man who has been in politics his whole life, and has campaigned on the same issues his whole career, but, just can&#39;t get it right. I got to go check his twenty or so year ago bid for president. See how it was then.<br><br>Also, don&#39;t election candidates have a constitutional right to call a recount in each state?",href http www youtube com watch v qqggydce amp right stand man politics whole life campaigned issue whole career get right got go check twenty year ago bid president see br br also election candidate constitutional right call recount state
2721,We are screwed button ‐----&gt;,screwed button gt
2722,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=990"">16:30</a> what?",href http www youtube com watch v qqggydce amp
2723,take a shot everytime Biden says the idea that....,take shot everytime biden say idea
2724,"Obama, the best one",obama best one
2725,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=705"">11:45</a> 😂 did J.B. just slip up and say  what he did with covid 😳😫🥴😵‍💫😭🤣 Somebody Sit sleepy joe down",href http www youtube com watch v qqggydce amp j b slip say covid somebody sit sleepy joe
2726,2 wings on the same bird,wing bird
2727,Horrible partial birth abortion so evil,horrible partial birth abortion evil
2728,Groceries have gone up way more than 20%. STOP PLAYING US FOR FOOLS. Joe sure did beat medicaid to death😂,grocery gone way stop playing u fool joe sure beat medicaid death
2729,They didn’t say CNN enough,didnt say cnn enough
2730,Nope it has to be 70+ years,nope year
2731,One zionist auditioning for the leading role in walking dead and the other criminal auditioning for the role of Al capone,one zionist auditioning leading role walking dead criminal auditioning role al capone
2732,How many times does Biden say “Oh and by the way”….,many time biden say oh way
2733,Who would have guessed that this would end up being one of the most consequential debates in American history?<br><br>Edit: And Biden drops out-oh boy,would guessed would end one consequential debate american history br br edit biden drop oh boy
2734,I have listened for a couple of  minutes. Both Biden and Trump need step down. We need younger leaders.,listened couple minute biden trump need step need younger leader
