Comment Number,Comment Content,Processed comments
1969,Power to the People’s 🗽,power people
1970,I dont think she is . She is worse and she does not make it. But that is okay we need a strong leader no more mental folks,think worse make okay need strong leader mental folk
1971,"Roots, she doesn&#39;t know what that is.",root know
1972,Kamala Harris in 2024!! She&#39;s strong and intelligent and it&#39;s about time for a woman to take the reins. Thank you America and thank you President Biden!,kamala harris strong intelligent time woman take rein thank america thank president biden
1973,Skamala for president is only a DISASTER  waiting to happen.,skamala president disaster waiting happen
1974,Yes she is,yes
1975,Dear God she doesn’t make sense!,dear god make sense
1976,Project 2025 Michelle Obama just watch,project michelle obama watch
1977,"You are dreaming, Harris will never be  elected...",dreaming harris never elected
1978,I am not going to say anything about Biden. There&#39;s nothing good to say but CYA!,going say anything biden nothing good say see ya
1979,"So now we see the DNC and party leaders have forced Joe out, despite all of those voting for him. I guess voters and votes really don’t matter. This might actually be the real threat to democracy. Bernie says Hi.",see dnc party leader forced joe despite voting guess voter vote really matter might actually real threat democracy bernie say hi
1980,Yes! The Moon is made up of cheese! 😂😂😂,yes moon made cheese
1981,The trolls are out for sure. These comments all saying the same thing from the ai algorithm,troll sure comment saying thing ai algorithm
1982,Jajajjajjajajajjaja,jajajjajjajajajjaja
1983,Media went after him. Will not vote Harris she is not ready. You just gave America to ztrump,medium went vote harris ready gave america ztrump
1984,"Shee won&#39;t be able to beat Trump. Too much baggage, especially for her time as Californias AG.",shee able beat trump much baggage especially time california ag
1985,Yes,yes
1986,"Whether it&#39;s Biden or Kamala, Obama will be the kingmaker.  Time will prove it. I bet.",whether biden kamala obama kingmaker time prove bet
1987,"YOU WANT MICHELLE OBAMA, NOT HARRIS.",want michelle obama harris
1988,AFRICAN AMERICA LADY IM EXCITED SHE WILL REPRESENT MY ROOTS YOU GO KAMALA,african america lady excited represent root go kamala
1989,As of today I don&#39;t see any polls saying Kamala would beat Trump.  If she loose they are putting this all on her.,today see poll saying kamala would beat trump loose putting
1990,Imagine voting for Joe only for Harris to be nominated 😂😂😂😂😂😂😂😂😂,imagine voting joe harris nominated
1991,Young? She’s 59!!!,young
1992,I’ve seen it all now!,seen
1993,Who is her VP pick,vp pick
1994,She is not matter then Joe Biden 😊,matter joe biden
1995,She isn&#39;t black she is jamaican,black jamaican
1996,😂😂😂😂 never only with fraude,never fraude
1997,"Please the reason why I wasn’t going to vote for Biden was because of this lady, please pick someone else to run if you want to have a chance.",please reason going vote biden lady please pick someone else run want chance
1998,ITS JOVER!!!!!!!!!,jover
2000,how is this legal if all the states voted already in a primary?,legal state voted already primary
2001,"Why don’t dems talk about real issues like ss, inflation, border crisis, wars over seas…please stop talking about Trump and focus on policies!",dems talk real issue s inflation border crisis war seasplease stop talking trump focus policy
2002,A more competitive election? Her approval rating was and still is worse than Biden&#39;s!,competitive election approval rating still worse bidens
2003,"In all smart and strong Americans, they chose this lady😂",smart strong american chose lady
2004,"The media cannot help themselves; always reading into what is missing, now on Pelosi views on Harris! Can she (Monica) read minds? Why not wait until Pelosi gives her endorsement! Thanks Rachel and Katy for being a little patient; esp as mainstream media does not show reticence!",medium not help always reading missing pelosi view harris monica read mind wait pelosi give endorsement thanks rachel katy little patient esp mainstream medium show reticence
2005,Harris 2024,harris
2006,Let’s fight for democracy and never be deceived by communism,let u fight democracy never deceived communism
2007,They would rather put the realm on torch than see a WOMAN ascend the Oval Throne...and an Indian...yea right,would rather put realm torch see woman ascend oval throneand indianyea right
2008,Sha isn&#39;t even african. 😂,sha even african
2009,Trump is a grifter... what do grifters do? ... brag! They make themselves look bigger than life itself... but have no substance,trump grifter grifter brag make look bigger life substance
2010,She gonna lose HAAARDDDD haha thanks Joe 🤘🇺🇸,going lose haaardddd haha thanks joe
2011,"I&#39;m not a Trumper, but never seen someone as unqualified to be president as Kamala. Where has she been the last 4 years other than screwing up the border royally??",trumper never seen someone unqualified president kamala last year screwing border royally
2012,"😂❤😅 It&#39;s highly doubtful that Kamala Harris will ever get the chance, but only the &quot;PASSAGE OF TIME in the PASSAGE OF TIME, by the PASSAGE OF TIME&quot; will prove me right! 😂❤😅",highly doubtful kamala harris ever get chance passage time passage time passage time prove right
2013,"Sorry, maybe Harris is attractive for African-Americans but it&#39;s highly doubtful she appeals to any other minority demographics.  She surely doesn&#39;t appeal to Asians after building her career on her &quot;African-American&quot; identity, an identity that is problematic, in my view, because both of her parents are foreign-born and she has zero ties to legacy African-Americans who are the descendants of slaves.  She also might have some appeal with single women but again, I question her appeal to women who are married with children since Harris has never had any children and inherited two adult children in her marriage to Douglas Emhoff.",sorry maybe harris attractive africanamericans highly doubtful appeal minority demographic surely appeal asian building career africanamerican identity identity problematic view parent foreignborn zero tie legacy africanamericans descendant slave also might appeal single woman question appeal woman married child since harris never child inherited two adult child marriage douglas emhoff
2014,"what a joke, I dont think ive seen anyone on earth more cringe then Kamala.",joke think seen anyone earth cringe kamala
2015,She can&#39;t win she is a joke,not win joke
2016,"Americans have to face reality , this is not about a Candidate , it&#39;s about a Party... ONE for Democracy= Democrats  ONE for Autocracy= Republicans.. it is what it is and use you Common Sense if you want a keep your freedom.",american face reality candidate party one democracy democrat one autocracy republican use common sense want keep freedom
2017,she will up the black vote but white voters won&#39;t touch the cackler.,black vote white voter touch cackler
2018,Harris sux,harris suck
2019,"Biden stepping down wasn&#39;t done to let Harris lose, i&#39;m sure.",biden stepping done let harris lose sure
2020,<b>&quot;Kamala Harris: A Stronger Candidate Against Trump?&quot;</b><br><br>Are you serious?! 😂😂😂😂😂😂😂😂,kamala harris stronger candidate trumpare serious
2021,"I wish Kamala Harris has a stronger, more forceful voice to drown out Trump&#39;s bullying remarks that he&#39;ll undoubted throw at her. Nevertheless, I&#39;ll vote BLUE.",wish kamala harris stronger forceful voice drown trump bullying remark undoubted throw nevertheless vote blue
2022,"With her S laugh, come on!!",laugh come
2023,Trump will beat her especially if there is a debate,trump beat especially debate
2025,WSJ was waiting for Biden to drop out😂,wsj waiting biden drop
2026,"<a href=""https://www.youtube.com/watch?v=akvhkLHnOAM&amp;t=325"">5:25</a> why does that man always look lost<br>Im for Kamala, most people group her and biden together so<br>we can keep that easy Trump Win coming",man always look lostim kamala people group biden together sowe keep easy trump win coming
2027,wsj  inhaled the whole tank of copium,wsj inhaled whole tank copium
2028,"Same message, just a different messenger.",message different messenger
2029,How can someone with lower approval ratings then Biden be considered to have a better chance than Biden.,someone lower approval rating biden considered better chance biden
2030,Not according to their polls. She will be replaced at the Democratic convention.,according poll replaced democratic convention
2031,I dont see any foreign leader respecting her if she wins 😂,see foreign leader respecting win
2032,Dems ain’t got no chance 🤣🤣🤣🤣🤣🤣. What do they have to offer? Kamala?🤣🤣🤣🤣🤣🤣🤣 or wait Newsome or Michael Obama🤣😂😂🤣🤣😂🤣🤣,dems got chance offer kamala wait newsome michael obama
2033,Please protect our democracy,please protect democracy
2034,If the Democrats going to build their campaign base on abortion they are in trouble..,democrat going build campaign base abortion trouble
2035,No Harris.  Let&#39;s bring back our Constitutional Republic back.,harris let u bring back constitutional republic back
2036,"she wont even be the first black female president, biden took that from her",even first black female president biden took
2037,Another gift to trump,another gift trump
2038,TRUMP JUST WON CONFIRMED 😂,trump confirmed
2039,Nunca podras una mujer .en usa yo no votare,nunca podras una mujer en usa yo votare
2040,If Kamala Harris runs trump will win by a 90% lead lol,kamala harris run trump win lead lol
2041,Kamala is a joke 😂,kamala joke
2042,Anybody with common sense will not vote for harris.,anybody common sense vote harris
2043,Strong debator?,strong debator
2044,This country is in trouble. The worst possible candidate.,country trouble worst possible candidate
2045,only if they steal it again.,steal
2046,"The president is a president of the people.  As we know the president is a president FOR the people.  And to be a president FOR the people, you must be a president OF the people.   And we know the people pick the president.  -Kamala Harris probably",president president people know president president people president people must president people know people pick president kamala harris probably
2047,"Black voters are tired of the Demoncrats holding them down!<br><br>Yeah like someone who can&#39;t even do the job that she was assigned you noticed that she&#39;s done nothing for the border, she flat-out refused her first order from Biden.",black voter tired demoncrats holding downyeah someone not even job assigned noticed done nothing border flatout refused first order biden
2048,The WSJ has been such a joke,wsj joke
2049,Biden should have stayed in. He had the best odds and was chosen by primary voters. It is not a good look for the DNC to go against the primary outcome.,biden stayed best odds chosen primary voter good look dnc go primary outcome
2050,How many people are going to be fooled again voting for K Harris?,many people going fooled voting k harris
2051,"Get the popcorn ready for the convention next month- Should be interesting, lol.",get popcorn ready convention next month interesting lol
2052,So are he crooks going to give back all of the donation money because legally they do but when did the democrats ever follow the law.,crook going give back donation money legally democrat ever follow law
2053,Sorry America. What a mess.,sorry america mess
2054,"Kamala Harris was the worst presidential candidate on the ticket for the Democratic party in 2019 The leadership of the Democrat party could have picked much better candidates like Bernie Sanders, Michael Bloomberg, Tulsi Gabbard, etc..  Instead they picked Joe Biden who had significant signs of cognitive decline in 2019. Democrat leadership has let down their party, and the citizens of the United States.<br><br>The Democrat party needs to find new leadership to lead them in a New and direction that will help this country.",kamala harris worst presidential candidate ticket democratic party leadership democrat party could picked much better candidate bernie sander michael bloomberg tulsi gabbard etc instead picked joe biden significant sign cognitive decline democrat leadership let party citizen united statesthe democrat party need find new leadership lead new direction help country
2055,HARRIS CAN NOT WIN,harris win
2056,Harris has not done anything for our country.all Harris dones is lie.,harris done anything countryall harris dones lie
2057,Sharp as a TACK!!!,sharp tack
2058,Trump will destroy her in the debates.,trump destroy debate
2059,The Democrats and Harris sucks.  Trump 2024,democrat harris suck trump
2060,Y&#39;all have to be out of your minds if you guys think Kamala Harris can lead our country 😂😂,mind guy think kamala harris lead country
2061,&quot;The democrats loved Obama&quot;<br><br>Then why not bring Michelle Obama into the race and replace Harris? Michelle has all the name recognition in the world and can do literally everything else better.,democrat loved obamathen bring michelle obama race replace harris michelle name recognition world literally everything else better
2062,She is not an “African American Woman”,african american woman
2063,"Kamala Harris only got 1% when she ran for president,  Harris is not a serious person for the presidency, please, this woman is a nut, she&#39;s done nothing as a vice President, she walks around laughing all the time , when she does talk it&#39;s all jumbled word salad and nobody knows what she&#39;s talking about, come to your senses people, remember a vote this woman is a vote for a lost America.",kamala harris got ran president harris serious person presidency please woman nut done nothing vice president walk around laughing time talk jumbled word salad nobody know talking come sens people remember vote woman vote lost america
2065,"No, as impossible as Biden makes it seem, Kamala is somehow worse lol",impossible biden make seem kamala somehow worse lol
2066,No way!,way
2067,The fake street journal: she&#39;s not even black. She’s half Indian and half Jamaican.,fake street journal even black half indian half jamaican
2068,Kamala can&#39;t communicate with politicians from other countries because she&#39;s not &quot;a Chosen One&quot;. She knows what a woman is unlike Ketanji Jackson? Jackson had 2 children birth from her body? Harris had 0 children? These 2 Democrat politicians are DEI hires with no qualifications behind their names.,kamala not communicate politician country chosen one know woman unlike ketanji jackson jackson child birth body harris child democrat politician dei hire qualification behind name
2069,what a joke,joke
2070,"I mean, Harris will be great at playing the race card, so there&#39;s that. XD",mean harris great playing race card xd
2071,"The country is going down and down. We need a real American, we need Trump! Trump 2024✊🏻🇺🇸",country going need real american need trump trump
2072,Trump Vance 2024！！！Kamala Harris is disaster for US,trump vance kamala harris disaster u
2073,What did she do during her VP term that will make her stand out against DT? 🤔,vp term make stand dt
2074,Ill vote for Kamala than a felon!,ill vote kamala felon
2075,"Kamala Team...Lessen the affirmative head nod she does way too often, during or after making statements (turn the sound off &amp; watch).  <br>Also, work on the nasal voice.  Both are irritating &amp; project weakness.",kamala teamlessen affirmative head nod way often making statement turn sound watch also work nasal voice irritating project weakness
2076,Harris has 1% chance. 😂😂😂😂,harris chance
2077,I am a women. During covid with the left administration I was not able to choose what I wanted to do with my own body. I was FORCED to wear a mask! Why does Kamala think that was ok?,woman covid left administration able choose wanted body forced wear mask kamala think ok
2078,AOC would be a great vice president (or Bernie but I guess he wouldn&#39;t want to)!,aoc would great vice president bernie guess would want
2079,"How can abortion, and not the economy, be the number 1 priority for women?",abortion economy number priority woman
2080,She will lose…,lose
2081,Proof that WSJ is run by an AI which scans the whole internet in real time.,proof wsj run ai scan whole internet real time
2082,Trump it is 👀  by default. Republican here,trump default republican
2083,"Only thing Kamala did in her career is expand and exploit the prison industrial complex. But I would not worry, her main game is baseless word salads while continuing Biden&#39;s handler&#39;s policies, in other words she&#39;d be toast against Trump.",thing kamala career expand exploit prison industrial complex would worry main game baseless word salad continuing bidens handler policy word would toast trump
2084,What about if the US doesn’t wanna female President in general👁️,u want female president general
2085,Thank You Joe!!!,thank joe
2086,"I wonder how they had this video ready the minute Biden made the announcement, its almost as if the media already knew 🤔",wonder video ready minute biden made announcement almost medium already knew
2087,"My main concern is the economy. The cost of living needs to decrease. The cost of living and crime has increased under Biden/Harris. Conditions were better under Trump. <a href=""https://www.youtube.com/watch?v=akvhkLHnOAM&amp;t=55"">0:55</a> The democratic candidates always have the advantage of people of color. And some may disagree with me, but shouldn’t males also have a say in abortion? After all, a sperm is required to fertilize an egg. A woman doesn’t make a baby on her own.",main concern economy cost living need decrease cost living crime increased bidenharris condition better trump democratic candidate always advantage people color may disagree male also say abortion sperm required fertilize egg woman make baby
2088,The only people and the only reason anyones voting Dem this election is purely TDS. That party is a shitshow extravaganza,people reason anyones voting dem election purely tds party shitshow extravaganza
2089,Bs from wsj,b wsj
2090,She&#39;s terrible,terrible
2091,Remember she put a man on death row even though she knew he was innocent.,remember put man death row even though knew innocent
2092,"Hey Kamala, how did your Border Project go?",hey kamala border project go
2093,I think every country better quarantine themselves... brave yourselves,think every country better quarantine brave
2094,Oh boy the giggler will run for the deocrats!,oh boy giggler run deocrats
2095,Mouth below feed upper Mouth...,mouth feed upper mouth
2096,Trump2024🇺🇲🇺🇲🇺🇲 from Michigan,trump michigan
2097,No cost for ads against Harris: just show her trying to speak.,cost ad harris show trying speak
2098,IS KAMALA NOW SUDDENLY SMART ENOUGH TO BE PRESIDENT,kamala suddenly smart enough president
2099,I would love to see Harris/Buttieg!,would love see harrisbuttieg
2100,This makes me think they’re already planning to cheat and get her in because I don’t think she’s that popular of a candidate.,make think already planning cheat get think popular candidate
2101,biden made the wrong choice. democrats will lose. guaranteeeee!,biden made wrong choice democrat lose guaranteeeee
2102,"Her job from joe was to take care of the boarder ! We “ ALL” !  Seen were that went - 20 million illegals flowed across our boarders ,and you want her to lead a country , what a joke !  She’s done nothing but assist joes fails in destroying our country !",job joe take care boarder seen went million illegals flowed across boarder want lead country joke done nothing assist joes fails destroying country
2103,She started her political career as Willie Brown’s mistress &amp; was chosen to be VP explicitly because she was a black woman.  She isn’t the strongest candidate the Democratic Party could run against Trump.,started political career willie brown mistress chosen vp explicitly black woman strongest candidate democratic party could run trump
2104,Kamal-toe Harris says &quot;Don&#39;t eat the Tide pods&quot; 🙂,kamaltoe harris say eat tide pod
2105,That b it  ch doesn&#39;t have a chance in h ell,b ch chance h ell
2106,If Biden resigns now Harris is president let her have that,biden resigns harris president let
2107,Kamala Harris jailed countless African Americans for petty marijuana possession. Why would they vote for her?,kamala harris jailed countless african american petty marijuana possession would vote
2108,"Stronger candidate? Yes, she can form words. Strong candidate? Absolutely not, the words formed by Kamala make nonsensical sentences. Everything she touches falls apart.",stronger candidate yes form word strong candidate absolutely word formed kamala make nonsensical sentence everything touch fall apart
2109,LOL.,lol
2110,"RFK Jr is their best chance- Remember him? The guy with the life long Dem family, who left the party- He would run as a Dem.",rfk jr best chance remember guy life long dem family left party would run dem
2111,"So for the first time, teleprompters will have “Kackel here”",first time teleprompter kackel
2112,"This been planned frome the very beginning,in my opinion they going to put the woman in the lead and it&#39;s going to back fire in the long run",planned frome beginningin opinion going put woman lead going back fire long run
2113,She got 4% vote in Democrats primary in 2020 😂😂 and she will run against Trump,got vote democrat primary run trump
2114,"Oh good, now the election will be decided on race and gender rather than policy. Just like in Europe...",oh good election decided race gender rather policy europe
2115,Trump should have named Gabbard as VP,trump named gabbard vp
2116,Who’s the old man now?,old man
2117,Lol 😂😂😂 Harris 😅😅😅😅😅,lol harris
2119,Excuse me.  What part of Kamala is actually African?,excuse part kamala actually african
2120,Im old enough to remember Willie Brown...look it up,old enough remember willie brownlook
2121,Id prob vote for a stapler over Kamala,id prob vote stapler kamala
2122,Well if she does run I think she has a great chance of winning presidency.,well run think great chance winning presidency
2123,How could we possibly endorse a cackling hen??,could possibly endorse cackling hen
2124,"I hope american have to try Woman leader, same as in Europe not just men but give woman a chance!",hope american try woman leader europe men give woman chance
2125,"That is the problem, she is not strong enough.  I hope I am wrong because the alternative is trump.",problem strong enough hope wrong alternative trump
2126,“Laughing gas Harris “ will be a walkover for Trump,laughing gas harris walkover trump
2127,If Americas primary  problem is Abortion.... Then it&#39;s an already failed nation,america primary problem abortion already failed nation
2128,She&#39;s not capable of making good decisions. Everyone knows this. She&#39;s just there for show. No chance against Trump.,capable making good decision everyone know show chance trump
2130,HARRIS-OCASIO 2024🎉,harrisocasio
2131,We will now be unburdened fron the burden we are burdened within the passage of time which has passed 😂😂😂. A real moral character! Tell us again how you got your start in politics and your affair with Willie Brown! How about your grandfather in Jamaica and his SLAVES? Moral character ... OH FRIGGIN PLEASE!,unburdened fron burden burdened within passage time passed real moral character tell u got start politics affair willie brown grandfather jamaica slave moral character oh friggin please
2132,They gave us the election finally,gave u election finally
2133,Not my vote for fake vice president,vote fake vice president
2134,We didn&#39;t even want her in   CA!! She&#39;s been a diversity disaster- ask the border patrol!,even want ca diversity disaster ask border patrol
2135,Top 5 communist leaders in world 2025:<br>1. Kamala Harris -  USA<br>2. Kim Jong Un - North Korea<br>3. Miguel Díaz-Canel - Cuba<br>4. Nicolás Maduro - Venezuela<br>5. Xi Jinping - China,top communist leader world kamala harris usa kim jong un north korea miguel diazcanel cuba nicolas maduro venezuela xi jinping china
2136,Trump24,trump
2137,"That’s what we need to run our country, a laughing hyena",need run country laughing hyena
2138,DEI hire vs. Conman.  I&#39;m with Kennedy.,dei hire v conman kennedy
2139,Harris has no chances of defeating Trump upcoming November election,harris chance defeating trump upcoming november election
2140,Why are these people continuing to LIE TO US. Harris does not have a chance!!!! I fed-up of the lieeeeeeeeessssssssssss,people continuing lie u harris chance fedup lieeeeeeeeessssssssssss
2141,Unburdened by what has been.,unburdened
2142,YES‼️💯✊💯‼️💯,yes
2143,Que mala 😂😂😂 and she has been gaslighted too….shameful,que mala gaslighted tooshameful
2144,HARRIS HAS CAMPAIGN FUNDS FOR DEMS.,harris campaign fund dems
2145,Michelle Obama it’s time to step up to be VP!,michelle obama time step vp
2146,IF YOU READ THE CONSTITUTION ON THE EGEBILATY<br>OF WHOM CAN RUN FOR PRESIDENT. THEY HAVE YO BE OF<br>NATURAL BORN AMERICAN. THAT MEANS THAT KAMALA&#39;S<br>PARENTS WERE NOT OF NATURAL BORN IN THE USA.<br>THEY BECAME CITIZENS OF THE USA AND KAMALA IS JUST <br>A CITIZEN. BECAUSE OF THAT SHE IS NOT ELIGIBLE<br>TO RUN FOR PRESIDENT SINCE HER PARENTS WERE BORN IN ANOTHER COUNTRY. <br>READ THE CONSTITUTION CAREFULLY AGAIN.<br>DO NOT MISTAKE CITIZEN BORN IN THE USA TO <br>NATURAL BORN CITIZEN. <br>LOOK IT UP. IF YOUR STILL JOURNALISTS.<br>THEN WAKE UP. THE DESEPTION IS OVER.<br>ITS US AMERICAN&#39;S COUNTRY NOT ANY N G O <br>CONGLOMERATE CORPORATION GOVERNMENT.<br>HAVE A GREAT DAY,read constitution egebilatyof run president yo ofnatural born american mean kamalasparents natural born usathey became citizen usa kamala citizen eligibleto run president since parent born another country read constitution carefully againdo mistake citizen born usa natural born citizen look still journaliststhen wake deseption overits u american country n g conglomerate corporation governmenthave great day
2147,She think people care about what she says.  😢,think people care say
2148,Bad news,bad news
2149,"Trump will make mince meat out of Harris.<a href=""UCkszU2WH9gy1mb0dV-11UJg/E8MfY5u7JPSXkNAP95GAmAE""></a>",trump make mince meat harris
2150,KAMALA = KRAKEN,kamala kraken
2151,"Remember Kamala was already running Biden, she WAS president, you vote Kamala you&#39;re asking for 4 more years of BIDEN. 🤢",remember kamala already running biden president vote kamala asking year biden
2152,Trump has won already. God Bless America.,trump already god bless america
2153,At least Trump has some intelligence unlike the giggler,least trump intelligence unlike giggler
2154,"NOPE!<br>She’s unlikable, has done nothing notable. She doesn’t have charisma. She’s uninspiring and unknown. And she’s an easy target to be villainized by the opposition and they’ve already got that negative social infrastructure in place against her.<br>Bernie Sanders would be an easy win.<br>Butgieg would be a graceful loss. He’d be competitive. He’s well-spoken and in a debate it would be a wash. That would be fun and satisfying to see. First gay president. Far better than Harris, Newsome. But ultimately a loss. <br>The DNC needs a big bold move here but they’re incapable of this.",nopeshe unlikable done nothing notable charisma uninspiring unknown easy target villainized opposition already got negative social infrastructure place herbernie sander would easy winbutgieg would graceful loss would competitive wellspoken debate would wash would fun satisfying see first gay president far better harris newsome ultimately loss dnc need big bold move incapable
2155,This confirms he shouldn&#39;t be in there right now,confirms right
2156,What was the point! 😂 Have fun at the party 🎈 📌,point fun party
2157,"Trump said, &quot;laughing Kamala&quot; 🤣",trump said laughing kamala
2158,Harris isn&#39;t Black.<br>Quit making stuff up. It won&#39;t work.,harris blackquit making stuff work
2160,Paleontologists have honored Kamala Harris by naming a newly discovered species of dinosaur after her - the Suxsalottacoxs.,paleontologist honored kamala harris naming newly discovered specie dinosaur suxsalottacoxs
2161,"<b>Kamala Harris no a viable candidate against Donald Trump, Trump running against another female is a loser for the Democrats.  Donald Trump gets to run against two female Democratic candidates is a recipe for the Democrats losing the Presidency to the Republicans.</b>",kamala harris viable candidate donald trump trump running another female loser democrat donald trump get run two female democratic candidate recipe democrat losing presidency republican
2162,&quot;I&#39;m gonna come&quot;<br>&quot;OOOOOOAAHHHH&quot;,going comeooooooaahhhh
2163,❤ i pray that she gets the chance to lead the country🎉🎉🎉🎉🎉❤❤❤❤,pray get chance lead country
2164,If you&#39;re voting for personalities and not policies then you need your vote taken away.,voting personality policy need vote taken away
2165,"Kamala will lose support from younger black voters. Black women will rally, but the men will step back NOT up.",kamala lose support younger black voter black woman rally men step back
2166,"Kamala is a joke!  Just ask her, she’ll laugh.😂",kamala joke ask laugh
2167,nope.,nope
2168,Didnt Joe say kamala didnt have what it takes to be president 2 weeks ago?,joe say kamala take president week ago
2169,The Worse Administration in History  Biden &amp; Harris <br><br>We know Life was Good &amp; Safe when Trump was President,worse administration history biden harris know life good safe trump president
2170,I think they underestimate how unpopular Kamala Kackle is with independents.  She&#39;s as polarizing as Hillary is.,think underestimate unpopular kamala kackle independent polarizing hillary
2171,Harris will lose to Trump,harris lose trump
2172,"A Hyena for a president, just what the US needs.",hyena president u need
2173,NOT SO FAST.  HEARD KILLARY IS SWOOPING IN FOR PREZ.  HARRIS AS VP??????,fast heard killary swooping prez harris vp
2174,Kennedy 2024!!! ❤️❤️❤️,kennedy
2175,ScamMALA Harris 😢😢😢😢,scammala harris
2176,"What a laugh.. you prepared this Harris nonsense weeks back!! She’s a fool.. &quot;I can imagine what will be, unburdened by what was&quot;",laugh prepared harris nonsense week back fool imagine unburdened
2177,I&#39;d like to watch WSJ&#39;s &quot;Trump died&quot; contingency video,would watch wsjs trump died contingency video
2178,"Sad for President Biden, but Harris will RIP trumpty Dumpty  to shreds. VOTE BLUE.",sad president biden harris rip trumpty dumpty shred vote blue
2179,Blah!,blah
2180,Legal immigration stance will make or break Kamala Harris&#39;s case.,legal immigration stance make break kamala harris case
2181,So....... She will run on what she has accomplished?  ROFLMFAO,run accomplished roflmfao
2182,"We should support kamala for women freedom, 💙💙🌊",support kamala woman freedom
2183,"If Hillary couldn&#39;t beat Trump, why would they think Harris could the democratic party will lose out at least in the next 8 years for sure!",hillary could beat trump would think harris could democratic party lose least next year sure
2184,Get tf out of here. Never!!! You think we’re suffering now. Mess around and find out.,get tf never think suffering mess around find
2185,Bro thinks that harris can win 💀,bro think harris win
2186,Sniffing Joe letters is more like “tales from the grave “⚰️,sniffing joe letter tale grave
2187,Trump in 7,trump
2188,She has no American citizenship,american citizenship
2189,Kamala is definitely smarter than Trump but she will have to beat racism,kamala definitely smarter trump beat racism
2190,Is the country ready for a woman president? Is the country ready for a BLACK woman president? I hope so. Trump needs to be DEFEATED!!!,country ready woman president country ready black woman president hope trump need defeated
2191,"Wow, a three month campaign trail 😅😂😂😂 Let&#39;s kick it off with a debate! 😂😂😂",wow three month campaign trail let u kick debate
2192,Let’s go Kamala🌟,let u go kamala
2193,WSJ had this ready before Biden even announced it,wsj ready biden even announced
2194,Her polls are worst than Biden,poll worst biden
2195,Might as well let AOC run...,might well let aoc run
2196,From Dumb to dumber,dumb dumber
2197,The Democrat Party has Officially Made the Democrat Party a Dictatorship. <br>The American People has No Say in Who will be There Pick for President is. <br>Proven in Today&#39;s Announcement by the Democrats. <br>This is Not the Freedoms of the USA. 😢😢😢,democrat party officially made democrat party dictatorship american people say pick president proven today announcement democrat freedom usa
2199,Bro she’s Indian not African,bro indian african
2200,Trump trump trump🎉🎉usa🎉,trump trump trumpusa
2201,She&#39;s a DA and has put a ton of black men in prison for the entirety of their lives (while being married to a whyte man). Not getting a vote from me,da put ton black men prison entirety life married whyte man getting vote
2202,"Remember that Biden&#39;s policies will still stand if she&#39;s elected... <br>The person might change, but the party&#39;s values will not",remember bidens policy still stand elected person might change party value
2203,Looks like the fix is in place,look fix place
2204,Wow! Pinning black against white now because Democrats want the Obama era back is so racist! You just don’t even know what you say.,wow pinning black white democrat want obama era back racist even know say
2205,She&#39;s gonna get beat way worse Biden remember she was the first to  drop out of 2020 primary Because democrat voters didn&#39;t like her,going get beat way worse biden remember first drop primary democrat voter
2206,"What a joke! Who in their right mind would vote this catastrophe!<br>So sick of identity politics, it only produces worthless inexperienced so call leaders!<br>Harris was literally LAST PLACE in the democrats presidential debates. <br>GOD help our ignorant Country",joke right mind would vote catastropheso sick identity politics produce worthless inexperienced call leadersharris literally last place democrat presidential debate god help ignorant country
2207,She&#39;s not an African American women lol - Her mom is from India and her Dad is from Jamaica,african american woman lol mom india dad jamaica
2208,Kamala...nope...wast of space,kamalanopewast space
2209,😂😂😂😂😂 this gonna be 😂😆,going
2210,"I don&#39;t care, I still vote 💙💙💙🌊 no to project 2025",care still vote project
2211,Trump&#39;s worst nightmare is to be defeated by a woman.,trump worst nightmare defeated woman
2212,Let the cackling begin,let cackling begin
2213,TRUMP 2024!,trump
2214,She’s the worst.,worst
2215,Trump will win in a landslide.,trump win landslide
2216,Kamala Harris had one job to do in three years 3 1/2 years take care of the border she never even went to the border,kamala harris one job three year year take care border never even went border
2217,I hate her more then biden. She was a evil prosecutor who wanted to keep inoccent people in jail cause of a missed deadline.,hate biden evil prosecutor wanted keep inoccent people jail missed deadline
2219,Trump always says things about biden is the best president in a long long time.<br>Trump os the worse of all time,trump always say thing biden best president long long timetrump o worse time
2220,This report is all wrong.  When she was running before she could barely get past 1% and dropped out very early.  She speaks word salads.,report wrong running could barely get past dropped early speaks word salad
2221,"Yes, hyena we are fighting for our freedom TRUMP 2024",yes hyena fighting freedom trump
2222,KENNEDY 2024,kennedy
2223,"You can’t be serious about, yet sheep will follow!",not serious yet sheep follow
2224,LET&#39;S 👍VOTE BLUE AMERICA WE NEED SAVE OUR 🇺🇸🗽💙 DEMOCRACY AND COUNTRY TOGETHER 💙 AGAIN PEOPLE LET&#39;S STOP THIS 🇺🇸🇺🇸🇺🇸 CORRUPTION👈 PEOPLE LET&#39;S VOTE LET&#39;S  DO IT,let u vote blue america need save democracy country together people let u stop corruption people let u vote let u
2225,I hope Kamala picks Senator Mark Kelly for VP 🙏,hope kamala pick senator mark kelly vp
2226,DEMOCRACY HAS YOUR BACK KAMALA🌟🌟🌟🌟🌟<br>‼🌊‼🌊‼🌊‼🌊‼,democracy back kamala
2227,Gonna need a LOT of mail in ballots this go around 🗳️📦📦📦,going need lot mail ballot go around
2228,yeah right who like yellow school buses?,yeah right yellow school bus
