Comment Number,Comment Content,Processed comments
3027,Trump 2024!!! so proud of him!!  Completely destroyed biden Man to man… and with class. Bravo. Ty justices for granting immunity… I understand exactly why you did it!! give us our country back!!,trump proud completely destroyed biden man man class bravo ty justice granting immunity understand exactly give u country back
3028,Straight to comments .. <br>That&#39;s me,straight comment
3029,"I like how Trump doesn’t jot don’t notes during the debate. He speaks off the cuff. Some of his stuff is scripted, but most is not. They are just words flowing from his mouth.  They seem so much more genuine than your career politician. His style might be the best, but you can’t argue with the exults against sub-par debaters like Biden.",like trump not jot not note debate speaks cuff stuff scripted not word flowing mouth seem much genuine career politician style might best not argue exults subpar debater like biden
3030,Biden would play a perfect Mr. Burns from the Simpson 😂😂,biden would play perfect mr burn simpson
3031,Trump rumbled while Brandon mumbled.,trump rumbled brandon mumbled
3032,Joe Biden is destroying everything good in this country.,joe biden destroying everything good country
3033,"I am apolitical and not a Trump fan so my opinion is based solely on logic.  I feel so sorry for President Biden, but after watching this debate this poor man has/is being exploited.  Trump didn&#39;t need to be on the stage.  CNN could have just asked President Biden the questions, and the outcome would have been the same.  Please give this man some dignity and have him respectfully step down.",apolitical not trump fan opinion based solely logic feel sorry president biden watching debate poor man hasis exploited trump not need stage cnn could asked president biden question outcome would please give man dignity respectfully step
3034,"I feel so bad for the Democratic party.😢<br>Dementia took my mother&#39;s life last year. However, her face looked much better, her eyes more aware, and her speech more intelligible than Biden&#39;s. <br>Lord, have mercy upon us all!",feel bad democratic partydementia took mother life last year however face looked much better eye aware speech intelligible bidens lord mercy upon u
3035,"Biden obviously has Parkinson&#39;s symptoms. We give weapons to Ukraine, not money. 😢 Although Biden sometimes loses his train of thought, Trump doesn&#39;t seem good at logical thinking and tends to only target and blame his competitor.",biden obviously parkinson symptom give weapon ukraine not money although biden sometimes loses train thought trump not seem good logical thinking tends target blame competitor
3036,Biden is so dumb to be world leader 😢😢😢,biden dumb world leader
3037,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=725"">12:05</a> At this point, Trump should have said “I’ll forfeit the rest of my time to let him speak to the American people. Let’s go Brandon!”",point trump said forfeit rest time let speak american people let u go brandon
3038,bidens are losers,bidens loser
3039,I don&#39;t think Biden knows how to tell the truth anymore.,not think biden know tell truth anymore
3040,Trump❤..,trump
3041,Arguing over their golf game reminds me of Judge Smails and Ty in Caddyshack,arguing golf game reminds judge smails ty caddyshack
3042,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=138"">2:18</a> The Walking Dead",walking dead
3043,Shoulda asked Joe how it&#39;s possible for his son to get caught with child pornography on his laptop witch lead to a much more bigger n more disturbing outcome sumet about a child trafficking ring was it?been a minute since I&#39;ve looked up that scumbag ild like to know how he got away with that Joe?n what are your thoughts on it?like father like son ild say,shoulda asked joe possible son get caught child pornography laptop witch lead much bigger n disturbing outcome sumet child trafficking ring itbeen minute since looked scumbag ild like know got away joen thought itlike father like son ild say
3044,I saw a tik tok and I came straight to see this show.,saw tik tok came straight see show
3045,Explains the countless amountsof Carrier planes coming into SA,explains countless amountsof carrier plane coming sa
3046,He mumbles too much i dont understand him as much,mumble much not understand much
3047,"I&#39;m not from US, I watch this for my GED 😭😭",not u watch ged
3048,Biden never denied. The laptop or have a statement about all our money they are sending and swindling Americans,biden never denied laptop statement money sending swindling american
3049,Joe biden si a lier..have SSI and i never got a rise since Joe biden got in office  My rent wen up  jajaja worst administración ever for people in disability,joe biden si lierhave ssi never got rise since joe biden got office rent wen jajaja worst administracion ever people disability
3050,I wish we had Trump in Canada because he really does want what is best for the united states the only thing that I don’t agree with Trump is allowing people to kill innocent animals and this is for any man no man or government should have the say what a woman wants to do with her body just like no woman should have any say what a man does with his body no man can understand what a woman goes through and vice versa,wish trump canada really want best united state thing not agree trump allowing people kill innocent animal man man government say woman want body like woman say man body man understand woman go vice versa
3051,I feeling like it&#39;s a stand up comedy show...,feeling like stand comedy show
3052,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=985"">16:25</a> including his kin.",including kin
3053,Take a shot every time trump says “billion”,take shot every time trump say billion
3054,Rakhine,rakhine
3055,I’m part of the middle to low class and I was doing great when trump was in office and I was making $18 an hour now I’m making $27 an hour and can barely pay my bills and can’t afford food anymore I’m on Raymon and hotdogs now and I was eating steak when trump was in office,part middle low class great trump office making hour making hour barely pay bill not afford food anymore raymon hotdog eating steak trump office
3056,"Joe Biden cannot stop lying, lying, and lying 🤥.   You vacation hard, you never work hard for America, not even for one minute.  You are destroying this country.",joe biden not stop lying lying lying vacation hard never work hard america not even one minute destroying country
3057,Facing reality has been Democrats weakness forever.,facing reality democrat weakness forever
3058,Biden is the biggest liar of all times. Followed by Trump. USA be lookin&#39; real good...,biden biggest liar time followed trump usa lookin real good
3059,The whole wide world is watching..may the man w/  the  kindest heart  wins.,whole wide world watchingmay man w kindest heart win
3060,Biden is so dumb if he thinks this country is respected we was til he became president but since his time in office he’s destroyed that,biden dumb think country respected til became president since time office destroyed
3061,Biden is the worst president ever period no one has been as bad as Biden has he’s so bad it should be criminal and he should be arrested for our border crisis,biden worst president ever period one bad biden bad criminal arrested border crisis
3062,Dana Bash covertly trying to help Biden focus his attention properly tells you everything you need to know about the media.,dana bash covertly trying help biden focus attention properly tell everything need know medium
3063,Biden almost got lost walking to the podium 😂😂😂😂😅😅,biden almost got lost walking podium
3064,How is it that in this day and age these are my top 2 candidates?! 🫤🫤🫤😒😒😒,day age top candidate
3065,Voting for Biden feels like elderly abuse.,voting biden feel like elderly abuse
3066,We. Are. Lost.,lost
3067,Next 4 year s president  America turamp,next year president america turamp
3068,Snow Miser vs Heat Miser,snow miser v heat miser
3069,I just want prices to go down. Who ever can get it done doesn’t matter to me. Just get it done.,want price go ever get done not matter get done
3070,"It&#39;s like they are playing tag.  Ok your turn to tell me I am lying. We all want to think we are right but at the end of the day, its only about making the USA better for all of the Americans",like playing tag ok turn tell lying want think right end day making usa better american
3071,"Please stop it Donald, he&#39;s already dead!",please stop donald already dead
3072,"Trumps like that kid that comes over your house, playing with your toys and leaves you to clean the mess up!",trump like kid come house playing toy leaf clean mess
3073,TRUMP 2024🎉!!!!! WE GOING ALL THE WAY...,trump going way
3074,So fun watching sleepy Joes face during this debate. How nice of the commentators to save Biden every time he starts to struggle.,fun watching sleepy joes face debate nice commentator save biden every time start struggle
3075,Biden looks cooked,biden look cooked
3076,Two geriatrics who are clearly unfit to be president being our only options is just ridiculous..... America is a joke.,two geriatrics clearly unfit president option ridiculous america joke
3077,Biden simply isn&#39;t prepared to deal with a gish gallop. Doesn&#39;t matter if what Trump says is 100% true or not. Never should&#39;ve taken a debate,biden simply not prepared deal gish gallop not matter trump say true not never taken debate
3078,Best President Democratic amd religious Catholic Best fo all Is Joe Biden ...God bless you if your oponent win just relax your journey is finish ..donth think so much give it to God ..i know Amerika is a good people choos to help not a greedi like china people and russia..thanks you Biden,best president democratic amd religious catholic best fo joe biden god bless oponent win relax journey finish donth think much give god know amerika good people choos help not greedi like china people russiathanks biden
3079,DO the candidates secretly sit during this?,candidate secretly sit
3080,Ok America you&#39;ve had your laugh 😂 Now where are the REAL candidates,ok america laugh real candidate
3081,My family did great under President Trump and now look everything high etc etc since Bubblehead has been in office.  Trump 2024,family great president trump look everything high etc etc since bubblehead office trump
3082,Vote Claudia De La Cruz,vote claudia de la cruz
3083,Trump: talking <br>Biden: 😑😐🫥🤥😧😠😑😐,trump talking biden
3084,"The beauty is that Trump did all this in the enemy territory. All the odds were against him and he came out on top! <br><br>This debate clearly showed Biden is a  SUCKER AND A LOSER! <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1629"">27:09</a>",beauty trump enemy territory odds came top debate clearly showed biden sucker loser
3085,Russia now has a better standard of living and safer communities,russia better standard living safer community
3086,Joe knows people change circumstance change and bottom line change Biden will useful acclamate pre successor bills four more years for president Joe biden,joe know people change circumstance change bottom line change biden useful acclamate pre successor bill four year president joe biden
3087,baseless insults Donny 🤣😂😂😂,baseless insult donny
3088,Trump: <br>Biden: 😟😟😟,trump biden
3089,They talk aboit taxes likr 25% is low. Spending is way way too high!,talk aboit tax likr low spending way way high
3090,We live in a twilight world,live twilight world
3091,Biden went down 12 minutes on video. Dude spell your name backwards,biden went minute video dude spell name backwards
3092,President Biden  Has Tottal Imunity Acording To The Court  Said And Biden Has The Right To Accept It As For Him.,president biden tottal imunity acording court said biden right accept
3093,RFK won this debate,rfk debate
3094,TRUMP 2024 MAKE AMERICA GREAT AGAIN!!🇺🇸🇺🇸🇺🇸🇺🇸,trump make america great
3095,Why PBD on WSJ?,pbd wsj
3096,Biden is diluted <br>He has no clue about anything,biden diluted clue anything
3097,donny like treason 😲😲😲,donny like treason
3098,VOTE INDEPENDENT,vote independent
3099,Yes I would go after biden  is corrup,yes would go biden corrup
3100,Im watching to see why tf my electric bill 142$ a month in a apartment,watching see tf electric bill month apartment
3101,"Worse debate in the history of America <a href=""http://www.youtube.com/results?search_query=%23voteindependant"">#VOTEINDEPENDANT</a>",worse debate history america voteindependant
3102,Oh My.,oh
3103,support,support
3104,Elder abuse.,elder abuse
3105,"Just few minutes in this debate, I can&#39;t stop myself laughing, this is a joke. The quality of this debate is not even half at par with Barack Obama vs. Mitt Romney debate.",minute debate not stop laughing joke quality debate not even half par barack obama v mitt romney debate
3106,law enforcement that are backing trump need a psychological examination evaluation 🤔🤔🤔,law enforcement backing trump need psychological examination evaluation
3107,"Biden is such a good politician, says a lot but doesn&#39;t mean much",biden good politician say lot not mean much
3108,CNN- Communist Network New or Corruption New Network,cnn communist network new corruption new network
3109,the wall was supposedly fully funded for the next presidential office 🤣😂😂😂,wall supposedly fully funded next presidential office
3110,I&#39;m not a American but I lost my English after this debate.,not american lost english debate
3111,Trump won this debate,trump debate
3112,Biden sounds also terrible when he spoke it’s making people has a hard time to understand his words and starts to mumbling !!!,biden sound also terrible spoke making people hard time understand word start mumbling
3113,Donald just doesn&#39;t know 🤔🤔🤔,donald not know
3114,"When I lie , I feel horrible about it. Joe - border patrol?",lie feel horrible joe border patrol
3115,President Joe Biden just whipped Donny big time 🤣😂😂😂,president joe biden whipped donny big time
3116,Trumph .... Is for good thing<br>Biden .... For terrible thing <br><br>Which way you would choose,trumph good thingbiden terrible thing way would choose
3117,Even the most liberal people I know say this economy is horrible. EVERYTHING is expensive,even liberal people know say economy horrible everything expensive
3118,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=87"">1:27</a> that white suite looks good on her!",white suite look good
3119,"&quot;He beat Medicare, he beat it to death&quot;",beat medicare beat death
3120,Trump was spot on.,trump spot
3121,"Trump will sell America to the Russians, or Chinese really any billionaire to make money. Our Constitution will be ripped to shreds if he becomes President again. Trump is a threat to the American idea. God Bless the Joe Biden Administration who work hard to keep the American idea alive.",trump sell america russian chinese really billionaire make money constitution ripped shred becomes president trump threat american idea god bless joe biden administration work hard keep american idea alive
3122,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=5366"">1:29:26</a> - <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=5398"">1:29:58</a>: Speaking of whining, not accepting the results of a fair, legitimate and legal election, etc.,...  Hillary?... Hillary?... Hillary?...",speaking whining not accepting result fair legitimate legal election etc hillary hillary hillary
3123,"Biden is a mess, can&#39;t finish a sentence, doesn&#39;t make any sense at all!!!! How can they make biden suffer like that.",biden mess not finish sentence not make sense make biden suffer like
3124,I am a monument to all your sins,monument sin
3125,Why would black people get all these breaks but not everyone else ?,would black people get break not everyone else
3126,Let RFK in the next debate!,let rfk next debate
3127,Joe clearly knew the first question beforehand. He had a response pre prepared. It was oddly delivered mostly jumbled. He piecing together parts of his prepared answer in the wrong order.  How did he get questions beforehand ?,joe clearly knew first question beforehand response pre prepared oddly delivered mostly jumbled piecing together part prepared answer wrong order get question beforehand
3128,"What about immigration on the border, does it feel like benefical or needless?",immigration border feel like benefical needle
3129,Now we know where Trump got the page from them and that&#39;s what Trump is trying to do,know trump got page trump trying
3130,Joe with 1 foot in the grave,joe foot grave
3131,Did They Take An Oath?,take oath
3132,This is edited. I saw the debate,edited saw debate
3133,Their Sound System Is Outdated.,sound system outdated
3134,Frozen Biden while Trump speaking. Biden is drugged for sure. FJB,frozen biden trump speaking biden drugged sure fjb
3135,“The fact of the matter is” YALL IF I HEAR THAT ONE MORE TIME I SWEAR,fact matter hear one time swear
3136,"Hearing Trump tell us that he offered to provide additional protection against an insurrection is chilling.<br><br>Twelve fellow, honest, hard-working Americans, who take jury duty very seriously (wouldn&#39;t you?), were given facts that the rest of us will probably never see in one place, and they found Trump guilty of helping to incite the insurrection. <br><br>Now we know Trump wanted to be both the hero and villain.  Why is that not comforting?",hearing trump tell u offered provide additional protection insurrection chillingtwelve fellow honest hardworking american take jury duty seriously would not given fact rest u probably never see one place found trump guilty helping incite insurrection know trump wanted hero villain not comforting
3137,"Trump must be deaf if he doesn&#39;t know what Biden is saying, I&#39;m hearing him perfectly fine.",trump must deaf not know biden saying hearing perfectly fine
3138,biden just getting one vote shows how sick the country is  who the f is out there filling in Biden on the ballot,biden getting one vote show sick country f filling biden ballot
3139,I Don&#39;t  Think There Timeing,not think timeing
3140,Free Palestine stop your genocide support,free palestine stop genocide support
3141,Biden: “were bablhokanchak ovda unidedztatez. Number one. Number two. Yorethe suker”,biden bablhokanchak ovda unidedztatez number one number two yorethe suker
3142,Long live Iran 🇮🇷 ❤,long live iran
3143,What in the world did I just watch? It was like 2 geriatrics revert to their time in elementary school. Uh uh you suck! No you suck!!,world watch like geriatrics revert time elementary school uh uh suck suck
3144,Trump is just beating around the bush and never answers the questions. I can’t understand why the moderators don’t stop him &amp; put him in place.   He’s a narcissist.,trump beating around bush never answer question not understand moderator not stop put place narcissist
3145,"When the USA held back its help because of Trump <br>The death ☠️ toll in Ukraine 🇺🇦 went up the land mass of Ukrainian went down and the time the conflict went up so you can see the tip of leadership that will not work with trump. Just as the mass withdrawal of troops from Afghanistan, <br>with people falling from the outside of the plane ✈️ the was evacuating troops from a war against democracy, Taliban<br>That trump ran from because he is a chicken 🐓 and did not hand over the the UN as a defensive but let the Dictatorship rule and rain",usa held back help trump death toll ukraine went land mass ukrainian went time conflict went see tip leadership not work trump mass withdrawal troop afghanistan people falling outside plane evacuating troop war democracy talibanthat trump ran chicken not hand un defensive let dictatorship rule rain
3146,Yooo President Biden seems incompetent,yooo president biden seems incompetent
3147,Trump 2024♥️,trump
3148,why is biden wearing a ear piece  he is being coached,biden wearing ear piece coached
3149,I&#39;m having a hard time understanding 80% of Biden&#39;s dialogue.  He sounds like he&#39;s asleep. <br>Nobody saw his condition prior to this debate? Unbelievable !,hard time understanding bidens dialogue sound like asleep nobody saw condition prior debate unbelievable
3150,I really feel for Biden he seems to be in pain🤕,really feel biden seems pain
3151,"HOW COULD BIDEN POSSIBLY GET CONFUSED WHILE READING A TELEPROMPTER SCRIPT!? Anybody could follow their head &amp; eye movements (head at 2-3 set points &amp; pupils tracking L-R)! Biden answered nothing. HE. READ!! How come not 1 source points out the stark fact that the “debate” was scripted &amp; READ!? Cuz it makes Joe look even worse!? <a href=""http://www.youtube.com/results?search_query=%23uniparty"">#uniparty</a> 🤥🤡😵‍💫<br>We were tricked into thinking this was a classic spontaneous debate!.. else WHY NO LIVE AUDIENCE!?? 🤔🥴",could biden possibly get confused reading teleprompter script anybody could follow head eye movement head set point pupil tracking lr biden answered nothing read come not source point stark fact debate scripted read cuz make joe look even worse uniparty tricked thinking classic spontaneous debate else live audience
3152,YouTube Stop 🛑 delete my comments,youtube stop delete comment
3153,Dear god help and save our country we’ve already passed cooked and are currently being deep fried 😭,dear god help save country already passed cooked currently deep fried
3154,I.have never see a.debate like this no audience  you guy doing all of this.for buden. This m I s sick,ihave never see adebate like audience guy thisfor buden sick
3155,Welp we&#39;re screwed,welp screwed
3156,"Ukrainian forces are experiencing big ammunition shortages, as US military aid is stalled<br>The Hungarian prime minister has repeatedly drawn strong criticism from fellow EU leaders for maintaining close ties with Russian President Vladimir Putin, ever since he launched a full-scale invasion of Ukraine on 24 February 2022.<br>Unlike many other Western nations, Mr Orban refuses to send weapons to its neighbour Ukraine, stating repeatedly that Kyiv is unable to win against a nuclear-armed Russia.<br>EU leaders are increasingly concerned that a second Trump presidency would see a significant reduction in US military and financial aid to Ukraine and also the Nato military alliance.<br>A $95bn (£75bn) foreign aid bill - including $60bn in military assistance to Ukraine - has been stalled in US Congress because of Republican opposition.<br>The Republicans - openly encouraged by Mr Trump - say they will not allow the bill to clear the final hurdle in the House of Representatives without first agreeing additional funding for US border security.<br>At a rally last month he told supporters the cash should be loaned rather than given without strings.<br>&quot;They want to give them $60 billion more. Do it this way. Loan them the money. If they can make it, they pay us back.&quot;<br>Russian forces have recently made gains in eastern Ukraine, as Kyiv experiences acute shortages in ammunition.<br>Ukraine is critically dependent on weapons from the US, the main supplier, and other Western allies to keep fighting Russia - a much bigger military force with an abundance of artillery ammunition.",ukrainian force experiencing big ammunition shortage u military aid stalledthe hungarian prime minister repeatedly drawn strong criticism fellow eu leader maintaining close tie russian president vladimir putin ever since launched fullscale invasion ukraine february unlike many western nation mr orban refuse send weapon neighbour ukraine stating repeatedly kyiv unable win nucleararmed russiaeu leader increasingly concerned second trump presidency would see significant reduction u military financial aid ukraine also nato military alliancea bn bn foreign aid bill including bn military assistance ukraine stalled u congress republican oppositionthe republican openly encouraged mr trump say not allow bill clear final hurdle house representative without first agreeing additional funding u border securityat rally last month told supporter cash loaned rather given without stringsthey want give billion way loan money make pay u backrussian force recently made gain eastern ukraine kyiv experience acute shortage ammunitionukraine critically dependent weapon u main supplier western ally keep fighting russia much bigger military force abundance artillery ammunition
3157,"English is not my mother tounge, but I have no problem with understanding Trump. To hear Biden start with a lie is probably what should be expected. We can all testify that the economy was great under Trump. I don&#39;t know what chaos Biden talks about. If it&#39;s not the chaos he himself has created in Europe and elsewhere, it must be something the old boy dreamt up.<br>🇸🇪❤️🇷🇺✌️",english not mother tounge problem understanding trump hear biden start lie probably expected testify economy great trump not know chaos biden talk not chaos created europe elsewhere must something old boy dreamt
3158,Why is the MEDIA trying  take more put of the debate than what they have been told by the White House staff. The MEDIA  is harassing the President  and his staff over this debate.,medium trying take put debate told white house staff medium harassing president staff debate
3159,Biden confuses me. babies in cages to boarder control. its time to retire friend.,biden confuses baby cage boarder control time retire friend
3160,Biden will win easily.,biden win easily
3161,Worst obama,worst obama
3162,"I love how the reporters tried so hard to side with Biden and give Trump a hard time just like last time but it failed even worse than it did last time. That being said, both of these guys really do suck.",love reporter tried hard side biden give trump hard time like last time failed even worse last time said guy really suck
3163,The debate was a 1.5 hr cheap fake according to the white house as the “far right’ intercepted the broadcast signal and faked the whole event. This has been confirmed by misinformation experts….. never question main stream media….. 😂,debate hr cheap fake according white house far right intercepted broadcast signal faked whole event confirmed misinformation expert never question main stream medium
3164,biden straight up loses his train of thought 6 sentances deep,biden straight loses train thought sentances deep
3165,All those dead people that voted for Biden should be ashamed.,dead people voted biden ashamed
3166,&quot;There&#39;s never been anything like it... yea sure Donald,never anything like yea sure donald
3167,"Look Biden, American People want our Freedoms Back. The ones being taking away slowly. I believe more people notice than what you think.",look biden american people want freedom back one taking away slowly believe people notice think
3168,The idea. The idea. The idea. The idea. The idea. The idea. The idea. The idea. The idea. The idea. The idea. The idea. The idea. The idea. The idea.,idea idea idea idea idea idea idea idea idea idea idea idea idea idea idea
3169,"My question.. Where are the fact checkers? Where are the reports detailing the factuality or fraudulency of all the statements these two made?<br>That&#39;s their job! The press&#39; job is to keep government honest. Every time ANY politician says anything, a reporter should be there to record it, and if what the politician says is false, in any way, in any degree, it is the reporter&#39;s duty to report on that.<br>Where is that?",question fact checker report detailing factuality fraudulency statement two madethat job press job keep government honest every time politician say anything reporter record politician say false way degree reporter duty report thatwhere
3170,More border patrol does not mean turning away folks to Joe it&#39;s faster processing,border patrol not mean turning away folk joe faster processing
3171,Donald Trump deserves to win.,donald trump deserves win
3172,My God! Is this guy for real? People need better education!,god guy real people need better education
3173,SLEEPY JOE’S GOTTA GO BUTTON 🔘,sleepy joes got go button
3174,"Trump is correct about WW3. Oh, never ever think something cannot happen on your own home ground.",trump correct ww oh never ever think something not happen home ground
3175,"He did not indite you Criminal ! <br>👉the law did <br>Just like the song you broke the laws and the laws won, and all government leaders are not above the law (just do what you won’t <br>Russia 💩 tin as Trumps stated)",not indite criminal law like song broke law law government leader not law not russia tin trump stated
3176,This country is a business do you want a CEO with their own money or one who only wants money.<br>Don’t be vindictive when you vote either vote for the best candidate or not at all 🇺🇸,country business want ceo money one want moneydo not vindictive vote either vote best candidate not
3177,"I have no sympathy for Biden. He’s been a crooked terrible politician his whole life. His comment against MAGA Republicans is extremely insulting. Why would I support someone that has completely alienated half the country? Trump 2024, the people’s president.",sympathy biden crooked terrible politician whole life comment maga republican extremely insulting would support someone completely alienated half country trump people president
3178,CNN - Communist Network New or Corruption New Network,cnn communist network new corruption new network
3179,Imagine if Bruce Buffer introduced them,imagine bruce buffer introduced
3180,"Biden is half alive. <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=690"">11:30</a> he starts off ok and then just trails off into nonsense. Dudes barely awake. Looks at Trump sometimes like he&#39;s a Unicorn just AMAZED. He cannot actually be making actual legal decisions. He can&#39;t even go to the bathroom without help!!!!",biden half alive start ok trail nonsense dude barely awake look trump sometimes like unicorn amazed not actually making actual legal decision not even go bathroom without help
3181,Please let handsome Joe take rests. He is stressful and tired😢,please let handsome joe take rest stressful tired
3182,Biden called Trump out of his name.<br>Shameful!  It that’s all he’s got.<br><br>GO PRESIDENT TRUMP!,biden called trump nameshameful gotgo president trump
3183,"He will be covicted when he step out of office,he deals with his 10% <br>,[[ A BIG MAN]],",covicted step officehe deal big man
3184,Idiocracy is predicative programming,idiocracy predicative programming
3185,I have never laughed so much as I have in this debate. Trump is asked a question and he never answers it because he&#39;s too busy degrading Biden. what a joke,never laughed much debate trump asked question never answer busy degrading biden joke
3186,THEY SAY JOEY WAS LAST SEEN LAYING NAKED BEHIND THE WOOD SHED .....WITH CORNPOP,say joey last seen laying naked behind wood would cornpop
3188,Trump exaggerates a lot. 😑,trump exaggerates lot
3189,I am voting for Trump!,voting trump
3190,Plz prove it Joe,plz prove joe
3191,Tell me why children are having children.<br>👑,tell child child
3192,"Wow , no no he has done nothing",wow done nothing
3193,Biden sounds like the English finals,biden sound like english final
3194,best. podcast. <b>ever.</b>,best podcast ever
3195,Who just went to the comments?😬,went comment
3196,"Grocery bill, utilities bill, childcare bill, car bill,  insurance bill, every single bill went up ⬆️ 100% 😭😢😭😢 I can’t even save money anymore like I used to! It’s just sad 😔",grocery bill utility bill childcare bill car bill insurance bill every single bill went not even save money anymore like used sad
3197,At the end Trump should lead and let Biden be effective opposition leader,end trump lead let biden effective opposition leader
3198,Bad or worst choose,bad worst choose
3200,Trumph,trumph
3201,LET&#39;S GO BRANDON!!!!!,let u go brandon
3202,TRUMP 2024!!!!!,trump
3203,"I’m not on Trump’s side but at least I can understand half the words he’s saying. Meanwhile, Biden is literally decaying by the second.",not trump side least understand half word saying meanwhile biden literally decaying second
3204,Biden&#39;s wife is a horrible person for letting her husband make a fool of himself. Let him rest and enjoy his last years with his family <br> What a horrible horrible wife,bidens wife horrible person letting husband make fool let rest enjoy last year family horrible horrible wife
3205,Biden has no business being POTUS.  This debate makes it clear that Biden is not mentally sound.,biden business potus debate make clear biden not mentally sound
3206,Trump 2024.,trump
3207,Jan 6th set up.,jan th set
3208,This is hilarious,hilarious
3209,TRUMP FOR PRESIDENT,trump president
3210,"America , having trump again  as the president  mmm I wondering what is going  to be like, lots of insults, more arrogance and  many many locker rooms  talk",america trump president mmm wondering going like lot insult arrogance many many locker room talk
3212,Haven’t seen these jobs available. Have seen that just buying a milk it’s no longer 7% it’s 8% now sales tax. Just saying 🙌,not seen job available seen buying milk longer sale tax saying
3213,"Biden needs to hire a realtor, cause he movin!!😂😂😂😂",biden need hire realtor movin
3214,CNN is the greatest antisemitic spreader🤮🤮🤮,cnn greatest antisemitic spreader
3215,"Every time trump is about to speak, ads pop up",every time trump speak ad pop
3216,Wow Biden kept calling Trump names. No name calling from Trump,wow biden kept calling trump name name calling trump
3217,As a normal functional person this is both incredibly funny and absolutely terrifying.,normal functional person incredibly funny absolutely terrifying
3218,FJB,fjb
3219,FJB! It Trump2024 mother flowers,fjb trump mother flower
3220,Salam albiudadui,salam albiudadui
3221,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4345"">1:12:25</a> - <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4355"">1:12:35</a> : Nobody wants to screw around with us, jOeBAMA?  Is that why Russian nuclear missile submarines are just off of the Florida coast?  Is that why China is slowly cutting off Taiwan and threatening to invade it?  Isn&#39;t Taiwan one of our allies?  Is that why CCP Warships are cruising really close to Australia - one of our allies, in what is called &quot;sabre-rattlling&quot;?  None of these things happened under President Trumps term in office, compared to you, jOeBAMA!",nobody want screw around u joebama russian nuclear missile submarine florida coast china slowly cutting taiwan threatening invade not taiwan one ally ccp warship cruising really close australia one ally called sabrerattlling none thing happened president trump term office compared joebama
3222,Trump bad eno,trump bad eno
3223,"Biden can’t focus long enough to complete a thought before bleeding into another and stumbling, conversationally, both coming and going.  The former doesn’t even address his compunction to lie, with every ‘tale’!",biden not focus long enough complete thought bleeding another stumbling conversationally coming going former not even address compunction lie every tale
3224,See I like Trump  but I&#39;m from Los Alomos Tijuana and where not all dangerous people,see like trump los alomos tijuana not dangerous people
3225,Trump❤❤❤❤🇮🇱🇮🇱🇮🇱🇮🇱🇺🇲🇺🇲🇺🇲🇺🇲,trump
3226,When Biden talk about wealthy people effective tax rate shows he doesn’t understand tax system in US. Wealthy people are tax through the businesses they owned that does not reflect in their personal tax.,biden talk wealthy people effective tax rate show not understand tax system u wealthy people tax business owned not reflect personal tax
3227,"&quot;The idea!&quot;.....😂<br>The idea that the last election wasnt rigged in favor of Boe Jiden is the most ludicrous. <br>We must have voter ID requirements and NO mail in ballots unless strict rules are in place.  Handicapped,  elderly, military, etc.<br>The last election was the first in history, where you didnt know the winner the night of the election, and over night it turned into a absolute cluster f**k",ideathe idea last election not rigged favor boe jiden ludicrous must voter id requirement mail ballot unless strict rule place handicapped elderly military etcthe last election first history not know winner night election night turned absolute cluster fk
3228,Its like a TV show,like tv show
3229,The movie &quot;Idiocracy&quot; was way underestimating the degeneration of the U.S. You are done.,movie idiocracy way underestimating degeneration yous done
3230,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=729"">12:09</a> help😂😂😂😂😂",help
3231,That dude Biden is high as gassssss,dude biden high gas
3232,What is this Americans,american
3233,"I&#39;m not a republican,  but I like Trump",not republican like trump
3234,The debates usually start in September maybe August. The Democrats set Biden up and now America knows he&#39;s an egg plant running the most powerful nation on earth. They know they have to replace him and they couldn&#39;t wait until September.,debate usually start september maybe august democrat set biden america know egg plant running powerful nation earth know replace could not wait september
3235,i dont think bidens medication kick into 5th gear--i think it went 5th gear in reverse,not think bidens medication kick th geari think went th gear reverse
3236,I&#39;m hunkering down for the Sept 10th second &quot;debate&quot;.  😥😴😱🥳!!!,hunkering sept th second debate
3237,"Crooked Joe, what about the millions that passed the border, under your administration ?",crooked joe million passed border administration
3238,Is it me or didn’t they say no note cards or help aids at the podium? Yet Biden had an entire podium full of help aids before he even got to the podium. He probably had the questions with notes ahead of time and still screwed up. This was so one sided. Entertaining yet hard to watch at the same time. And biased too.,not say note card help aid podium yet biden entire podium full help aid even got podium probably question note ahead time still screwed one sided entertaining yet hard watch time biased
3239,They sound like kids arguing. The reporters are more serious,sound like kid arguing reporter serious
