Comment Number,Comment Content
1955,"We want justice <br><a href=""http://www.youtube.com/results?search_query=%23bangladeshquotacancellationpogram"">#BangladeshQuotacancellationpogram</a><br>The condition of ordinary students agitating bangladesh quota cancellation pogram is very dire.The condition of the common students of Bangladesh is very bad now. Today Dhaka university students were brutally tortured. About 1500 students were injured and 8 students were killed.  Bangladesh Student League is brutally torturing common students and the police has joined with the student league.The common students have become very helpless. Please help us. Our government is sitting silent and not taking any action.<br><br><a href=""http://www.youtube.com/results?search_query=%23savebangladeshistudents"">#SaveBangladeshistudents</a><a href=""http://www.youtube.com/results?search_query=%23aljazerra"">#ALjazerra</a><a href=""http://www.youtube.com/results?search_query=%23bbcnews"">#Bbcnews</a> <a href=""http://www.youtube.com/results?search_query=%23cnn"">#CNN</a> <a href=""http://www.youtube.com/results?search_query=%23thewashingtonpost"">#TheWashingtonPost</a><a href=""http://www.youtube.com/results?search_query=%23thenewyorktimes"">#TheNewYorkTimes</a> <a href=""http://www.youtube.com/results?search_query=%23theguardian"">#TheGuardian</a><a href=""http://www.youtube.com/results?search_query=%23bbc"">#BBC</a> <a href=""http://www.youtube.com/results?search_query=%23aljazeeraenglish"">#AlJazeeraEnglish</a> <a href=""http://www.youtube.com/results?search_query=%23thewallstreetjournal"">#TheWallStreetJournal</a><a href=""http://www.youtube.com/results?search_query=%23cnbc"">#CNBC</a> <a href=""http://www.youtube.com/results?search_query=%23dhruvrathee"">#DhruvRathee</a> <a href=""http://www.youtube.com/results?search_query=%23unitednations"">#UnitedNations</a> <a href=""http://www.youtube.com/results?search_query=%23newyorktimesopinion"">#NewYorkTimesOpinion</a><a href=""http://www.youtube.com/results?search_query=%23abcnews"">#ABCNews</a> <a href=""http://www.youtube.com/results?search_query=%23newyorkpost"">#NewYorkPost</a> <a href=""http://www.youtube.com/results?search_query=%23projectnightfall"">#ProjectNightfall</a><a href=""http://www.youtube.com/results?search_query=%23abhiandniyu"">#AbhiandNiyu</a> <a href=""http://www.youtube.com/results?search_query=%23quotareformprotest"">#QuotaReformProtest</a> <a href=""http://www.youtube.com/results?search_query=%23dhakauniversityunderattack"">#DhakaUniversityUnderAttack</a><a href=""http://www.youtube.com/results?search_query=%23duunderattack"">#DUUnderAttack</a><a href=""http://www.youtube.com/results?search_query=%23quotareformmovement"">#QuotaReformMovement</a><a href=""http://www.youtube.com/results?search_query=%23savebangladeshalluniversitystudents"">#savebangladeshalluniversitystudents</a>"
1956,"We want justice <br><a href=""http://www.youtube.com/results?search_query=%23bangladeshquotacancellationpogram"">#BangladeshQuotacancellationpogram</a><br>The condition of ordinary students agitating bangladesh quota cancellation pogram is very dire.The condition of the common students of Bangladesh is very bad now. Today Dhaka university students were brutally tortured. About 1500 students were injured and 8 students were killed.  Bangladesh Student League is brutally torturing common students and the police has joined with the student league.The common students have become very helpless. Please help us. Our government is sitting silent and not taking any action.<br><br><a href=""http://www.youtube.com/results?search_query=%23savebangladeshistudents"">#SaveBangladeshistudents</a><a href=""http://www.youtube.com/results?search_query=%23aljazerra"">#ALjazerra</a><a href=""http://www.youtube.com/results?search_query=%23bbcnews"">#Bbcnews</a> <a href=""http://www.youtube.com/results?search_query=%23cnn"">#CNN</a> <a href=""http://www.youtube.com/results?search_query=%23thewashingtonpost"">#TheWashingtonPost</a><a href=""http://www.youtube.com/results?search_query=%23thenewyorktimes"">#TheNewYorkTimes</a> <a href=""http://www.youtube.com/results?search_query=%23theguardian"">#TheGuardian</a><a href=""http://www.youtube.com/results?search_query=%23bbc"">#BBC</a> <a href=""http://www.youtube.com/results?search_query=%23aljazeeraenglish"">#AlJazeeraEnglish</a> <a href=""http://www.youtube.com/results?search_query=%23thewallstreetjournal"">#TheWallStreetJournal</a><a href=""http://www.youtube.com/results?search_query=%23cnbc"">#CNBC</a> <a href=""http://www.youtube.com/results?search_query=%23dhruvrathee"">#DhruvRathee</a> <a href=""http://www.youtube.com/results?search_query=%23unitednations"">#UnitedNations</a> <a href=""http://www.youtube.com/results?search_query=%23newyorktimesopinion"">#NewYorkTimesOpinion</a><a href=""http://www.youtube.com/results?search_query=%23abcnews"">#ABCNews</a> <a href=""http://www.youtube.com/results?search_query=%23newyorkpost"">#NewYorkPost</a> <a href=""http://www.youtube.com/results?search_query=%23projectnightfall"">#ProjectNightfall</a><a href=""http://www.youtube.com/results?search_query=%23abhiandniyu"">#AbhiandNiyu</a> <a href=""http://www.youtube.com/results?search_query=%23quotareformprotest"">#QuotaReformProtest</a> <a href=""http://www.youtube.com/results?search_query=%23dhakauniversityunderattack"">#DhakaUniversityUnderAttack</a><a href=""http://www.youtube.com/results?search_query=%23duunderattack"">#DUUnderAttack</a><a href=""http://www.youtube.com/results?search_query=%23quotareformmovement"">#QuotaReformMovement</a><a href=""http://www.youtube.com/results?search_query=%23savebangladeshalluniversitystudents"">#savebangladeshalluniversitystudents</a>"
1957,"We want justice <br><a href=""http://www.youtube.com/results?search_query=%23bangladeshquotacancellationpogram"">#BangladeshQuotacancellationpogram</a><br>The condition of ordinary students agitating bangladesh quota cancellation pogram is very dire.The condition of the common students of Bangladesh is very bad now. Today Dhaka university students were brutally tortured. About 1500 students were injured and 8 students were killed.  Bangladesh Student League is brutally torturing common students and the police has joined with the student league.The common students have become very helpless. Please help us. Our government is sitting silent and not taking any action.<br><br><a href=""http://www.youtube.com/results?search_query=%23savebangladeshistudents"">#SaveBangladeshistudents</a><a href=""http://www.youtube.com/results?search_query=%23aljazerra"">#ALjazerra</a><a href=""http://www.youtube.com/results?search_query=%23bbcnews"">#Bbcnews</a> <a href=""http://www.youtube.com/results?search_query=%23cnn"">#CNN</a> <a href=""http://www.youtube.com/results?search_query=%23thewashingtonpost"">#TheWashingtonPost</a><a href=""http://www.youtube.com/results?search_query=%23thenewyorktimes"">#TheNewYorkTimes</a> <a href=""http://www.youtube.com/results?search_query=%23theguardian"">#TheGuardian</a><a href=""http://www.youtube.com/results?search_query=%23bbc"">#BBC</a> <a href=""http://www.youtube.com/results?search_query=%23aljazeeraenglish"">#AlJazeeraEnglish</a> <a href=""http://www.youtube.com/results?search_query=%23thewallstreetjournal"">#TheWallStreetJournal</a><a href=""http://www.youtube.com/results?search_query=%23cnbc"">#CNBC</a> <a href=""http://www.youtube.com/results?search_query=%23dhruvrathee"">#DhruvRathee</a> <a href=""http://www.youtube.com/results?search_query=%23unitednations"">#UnitedNations</a> <a href=""http://www.youtube.com/results?search_query=%23newyorktimesopinion"">#NewYorkTimesOpinion</a><a href=""http://www.youtube.com/results?search_query=%23abcnews"">#ABCNews</a> <a href=""http://www.youtube.com/results?search_query=%23newyorkpost"">#NewYorkPost</a> <a href=""http://www.youtube.com/results?search_query=%23projectnightfall"">#ProjectNightfall</a><a href=""http://www.youtube.com/results?search_query=%23abhiandniyu"">#AbhiandNiyu</a> <a href=""http://www.youtube.com/results?search_query=%23quotareformprotest"">#QuotaReformProtest</a> <a href=""http://www.youtube.com/results?search_query=%23dhakauniversityunderattack"">#DhakaUniversityUnderAttack</a><a href=""http://www.youtube.com/results?search_query=%23duunderattack"">#DUUnderAttack</a><a href=""http://www.youtube.com/results?search_query=%23quotareformmovement"">#QuotaReformMovement</a><a href=""http://www.youtube.com/results?search_query=%23savebangladeshalluniversitystudents"">#savebangladeshalluniversitystudents</a>"
1958,"We want justice <br><a href=""http://www.youtube.com/results?search_query=%23bangladeshquotacancellationpogram"">#BangladeshQuotacancellationpogram</a><br>The condition of ordinary students agitating bangladesh quota cancellation pogram is very dire.The condition of the common students of Bangladesh is very bad now. Today Dhaka university students were brutally tortured. About 1500 students were injured and 8 students were killed.  Bangladesh Student League is brutally torturing common students and the police has joined with the student league.The common students have become very helpless. Please help us. Our government is sitting silent and not taking any action.<br><br><a href=""http://www.youtube.com/results?search_query=%23savebangladeshistudents"">#SaveBangladeshistudents</a><a href=""http://www.youtube.com/results?search_query=%23aljazerra"">#ALjazerra</a><a href=""http://www.youtube.com/results?search_query=%23bbcnews"">#Bbcnews</a> <a href=""http://www.youtube.com/results?search_query=%23cnn"">#CNN</a> <a href=""http://www.youtube.com/results?search_query=%23thewashingtonpost"">#TheWashingtonPost</a><a href=""http://www.youtube.com/results?search_query=%23thenewyorktimes"">#TheNewYorkTimes</a> <a href=""http://www.youtube.com/results?search_query=%23theguardian"">#TheGuardian</a><a href=""http://www.youtube.com/results?search_query=%23bbc"">#BBC</a> <a href=""http://www.youtube.com/results?search_query=%23aljazeeraenglish"">#AlJazeeraEnglish</a> <a href=""http://www.youtube.com/results?search_query=%23thewallstreetjournal"">#TheWallStreetJournal</a><a href=""http://www.youtube.com/results?search_query=%23cnbc"">#CNBC</a> <a href=""http://www.youtube.com/results?search_query=%23dhruvrathee"">#DhruvRathee</a> <a href=""http://www.youtube.com/results?search_query=%23unitednations"">#UnitedNations</a> <a href=""http://www.youtube.com/results?search_query=%23newyorktimesopinion"">#NewYorkTimesOpinion</a><a href=""http://www.youtube.com/results?search_query=%23abcnews"">#ABCNews</a> <a href=""http://www.youtube.com/results?search_query=%23newyorkpost"">#NewYorkPost</a> <a href=""http://www.youtube.com/results?search_query=%23projectnightfall"">#ProjectNightfall</a><a href=""http://www.youtube.com/results?search_query=%23abhiandniyu"">#AbhiandNiyu</a> <a href=""http://www.youtube.com/results?search_query=%23quotareformprotest"">#QuotaReformProtest</a> <a href=""http://www.youtube.com/results?search_query=%23dhakauniversityunderattack"">#DhakaUniversityUnderAttack</a><a href=""http://www.youtube.com/results?search_query=%23duunderattack"">#DUUnderAttack</a><a href=""http://www.youtube.com/results?search_query=%23quotareformmovement"">#QuotaReformMovement</a><a href=""http://www.youtube.com/results?search_query=%23savebangladeshalluniversitystudents"">#savebangladeshalluniversitystudents</a>"
1959,"We want justice <br><a href=""http://www.youtube.com/results?search_query=%23bangladeshquotacancellationpogram"">#BangladeshQuotacancellationpogram</a><br>The condition of ordinary students agitating bangladesh quota cancellation pogram is very dire.The condition of the common students of Bangladesh is very bad now. Today Dhaka university students were brutally tortured. About 1500 students were injured and 8 students were killed.  Bangladesh Student League is brutally torturing common students and the police has joined with the student league.The common students have become very helpless. Please help us. Our government is sitting silent and not taking any action.<br><br><a href=""http://www.youtube.com/results?search_query=%23savebangladeshistudents"">#SaveBangladeshistudents</a><a href=""http://www.youtube.com/results?search_query=%23aljazerra"">#ALjazerra</a><a href=""http://www.youtube.com/results?search_query=%23bbcnews"">#Bbcnews</a> <a href=""http://www.youtube.com/results?search_query=%23cnn"">#CNN</a> <a href=""http://www.youtube.com/results?search_query=%23thewashingtonpost"">#TheWashingtonPost</a><a href=""http://www.youtube.com/results?search_query=%23thenewyorktimes"">#TheNewYorkTimes</a> <a href=""http://www.youtube.com/results?search_query=%23theguardian"">#TheGuardian</a><a href=""http://www.youtube.com/results?search_query=%23bbc"">#BBC</a> <a href=""http://www.youtube.com/results?search_query=%23aljazeeraenglish"">#AlJazeeraEnglish</a> <a href=""http://www.youtube.com/results?search_query=%23thewallstreetjournal"">#TheWallStreetJournal</a><a href=""http://www.youtube.com/results?search_query=%23cnbc"">#CNBC</a> <a href=""http://www.youtube.com/results?search_query=%23dhruvrathee"">#DhruvRathee</a> <a href=""http://www.youtube.com/results?search_query=%23unitednations"">#UnitedNations</a> <a href=""http://www.youtube.com/results?search_query=%23newyorktimesopinion"">#NewYorkTimesOpinion</a><a href=""http://www.youtube.com/results?search_query=%23abcnews"">#ABCNews</a> <a href=""http://www.youtube.com/results?search_query=%23newyorkpost"">#NewYorkPost</a> <a href=""http://www.youtube.com/results?search_query=%23projectnightfall"">#ProjectNightfall</a><a href=""http://www.youtube.com/results?search_query=%23abhiandniyu"">#AbhiandNiyu</a> <a href=""http://www.youtube.com/results?search_query=%23quotareformprotest"">#QuotaReformProtest</a> <a href=""http://www.youtube.com/results?search_query=%23dhakauniversityunderattack"">#DhakaUniversityUnderAttack</a><a href=""http://www.youtube.com/results?search_query=%23duunderattack"">#DUUnderAttack</a><a href=""http://www.youtube.com/results?search_query=%23quotareformmovement"">#QuotaReformMovement</a><a href=""http://www.youtube.com/results?search_query=%23savebangladeshalluniversitystudents"">#savebangladeshalluniversitystudents</a>"
1960,"We want justice <br><a href=""http://www.youtube.com/results?search_query=%23bangladeshquotacancellationpogram"">#BangladeshQuotacancellationpogram</a><br>The condition of ordinary students agitating bangladesh quota cancellation pogram is very dire.The condition of the common students of Bangladesh is very bad now. Today Dhaka university students were brutally tortured. About 1500 students were injured and 8 students were killed.  Bangladesh Student League is brutally torturing common students and the police has joined with the student league.The common students have become very helpless. Please help us. Our government is sitting silent and not taking any action.<br><br><a href=""http://www.youtube.com/results?search_query=%23savebangladeshistudents"">#SaveBangladeshistudents</a><a href=""http://www.youtube.com/results?search_query=%23aljazerra"">#ALjazerra</a><a href=""http://www.youtube.com/results?search_query=%23bbcnews"">#Bbcnews</a> <a href=""http://www.youtube.com/results?search_query=%23cnn"">#CNN</a> <a href=""http://www.youtube.com/results?search_query=%23thewashingtonpost"">#TheWashingtonPost</a><a href=""http://www.youtube.com/results?search_query=%23thenewyorktimes"">#TheNewYorkTimes</a> <a href=""http://www.youtube.com/results?search_query=%23theguardian"">#TheGuardian</a><a href=""http://www.youtube.com/results?search_query=%23bbc"">#BBC</a> <a href=""http://www.youtube.com/results?search_query=%23aljazeeraenglish"">#AlJazeeraEnglish</a> <a href=""http://www.youtube.com/results?search_query=%23thewallstreetjournal"">#TheWallStreetJournal</a><a href=""http://www.youtube.com/results?search_query=%23cnbc"">#CNBC</a> <a href=""http://www.youtube.com/results?search_query=%23dhruvrathee"">#DhruvRathee</a> <a href=""http://www.youtube.com/results?search_query=%23unitednations"">#UnitedNations</a> <a href=""http://www.youtube.com/results?search_query=%23newyorktimesopinion"">#NewYorkTimesOpinion</a><a href=""http://www.youtube.com/results?search_query=%23abcnews"">#ABCNews</a> <a href=""http://www.youtube.com/results?search_query=%23newyorkpost"">#NewYorkPost</a> <a href=""http://www.youtube.com/results?search_query=%23projectnightfall"">#ProjectNightfall</a><a href=""http://www.youtube.com/results?search_query=%23abhiandniyu"">#AbhiandNiyu</a> <a href=""http://www.youtube.com/results?search_query=%23quotareformprotest"">#QuotaReformProtest</a> <a href=""http://www.youtube.com/results?search_query=%23dhakauniversityunderattack"">#DhakaUniversityUnderAttack</a><a href=""http://www.youtube.com/results?search_query=%23duunderattack"">#DUUnderAttack</a><a href=""http://www.youtube.com/results?search_query=%23quotareformmovement"">#QuotaReformMovement</a><a href=""http://www.youtube.com/results?search_query=%23savebangladeshalluniversitystudents"">#savebangladeshalluniversitystudents</a>"
1961,"We want justice <br><a href=""http://www.youtube.com/results?search_query=%23bangladeshquotacancellationpogram"">#BangladeshQuotacancellationpogram</a><br>The condition of ordinary students agitating bangladesh quota cancellation pogram is very dire.The condition of the common students of Bangladesh is very bad now. Today Dhaka university students were brutally tortured. About 1500 students were injured and 8 students were killed.  Bangladesh Student League is brutally torturing common students and the police has joined with the student league.The common students have become very helpless. Please help us. Our government is sitting silent and not taking any action.<br><br><a href=""http://www.youtube.com/results?search_query=%23savebangladeshistudents"">#SaveBangladeshistudents</a><a href=""http://www.youtube.com/results?search_query=%23aljazerra"">#ALjazerra</a><a href=""http://www.youtube.com/results?search_query=%23bbcnews"">#Bbcnews</a> <a href=""http://www.youtube.com/results?search_query=%23cnn"">#CNN</a> <a href=""http://www.youtube.com/results?search_query=%23thewashingtonpost"">#TheWashingtonPost</a><a href=""http://www.youtube.com/results?search_query=%23thenewyorktimes"">#TheNewYorkTimes</a> <a href=""http://www.youtube.com/results?search_query=%23theguardian"">#TheGuardian</a><a href=""http://www.youtube.com/results?search_query=%23bbc"">#BBC</a> <a href=""http://www.youtube.com/results?search_query=%23aljazeeraenglish"">#AlJazeeraEnglish</a> <a href=""http://www.youtube.com/results?search_query=%23thewallstreetjournal"">#TheWallStreetJournal</a><a href=""http://www.youtube.com/results?search_query=%23cnbc"">#CNBC</a> <a href=""http://www.youtube.com/results?search_query=%23dhruvrathee"">#DhruvRathee</a> <a href=""http://www.youtube.com/results?search_query=%23unitednations"">#UnitedNations</a> <a href=""http://www.youtube.com/results?search_query=%23newyorktimesopinion"">#NewYorkTimesOpinion</a><a href=""http://www.youtube.com/results?search_query=%23abcnews"">#ABCNews</a> <a href=""http://www.youtube.com/results?search_query=%23newyorkpost"">#NewYorkPost</a> <a href=""http://www.youtube.com/results?search_query=%23projectnightfall"">#ProjectNightfall</a><a href=""http://www.youtube.com/results?search_query=%23abhiandniyu"">#AbhiandNiyu</a> <a href=""http://www.youtube.com/results?search_query=%23quotareformprotest"">#QuotaReformProtest</a> <a href=""http://www.youtube.com/results?search_query=%23dhakauniversityunderattack"">#DhakaUniversityUnderAttack</a><a href=""http://www.youtube.com/results?search_query=%23duunderattack"">#DUUnderAttack</a><a href=""http://www.youtube.com/results?search_query=%23quotareformmovement"">#QuotaReformMovement</a><a href=""http://www.youtube.com/results?search_query=%23savebangladeshalluniversitystudents"">#savebangladeshalluniversitystudents</a>"
1962,"We want justice <br><a href=""http://www.youtube.com/results?search_query=%23bangladeshquotacancellationpogram"">#BangladeshQuotacancellationpogram</a><br>The condition of ordinary students agitating bangladesh quota cancellation pogram is very dire.The condition of the common students of Bangladesh is very bad now. Today Dhaka university students were brutally tortured. About 1500 students were injured and 8 students were killed.  Bangladesh Student League is brutally torturing common students and the police has joined with the student league.The common students have become very helpless. Please help us. Our government is sitting silent and not taking any action.<br><br><a href=""http://www.youtube.com/results?search_query=%23savebangladeshistudents"">#SaveBangladeshistudents</a><a href=""http://www.youtube.com/results?search_query=%23aljazerra"">#ALjazerra</a><a href=""http://www.youtube.com/results?search_query=%23bbcnews"">#Bbcnews</a> <a href=""http://www.youtube.com/results?search_query=%23cnn"">#CNN</a> <a href=""http://www.youtube.com/results?search_query=%23thewashingtonpost"">#TheWashingtonPost</a><a href=""http://www.youtube.com/results?search_query=%23thenewyorktimes"">#TheNewYorkTimes</a> <a href=""http://www.youtube.com/results?search_query=%23theguardian"">#TheGuardian</a><a href=""http://www.youtube.com/results?search_query=%23bbc"">#BBC</a> <a href=""http://www.youtube.com/results?search_query=%23aljazeeraenglish"">#AlJazeeraEnglish</a> <a href=""http://www.youtube.com/results?search_query=%23thewallstreetjournal"">#TheWallStreetJournal</a><a href=""http://www.youtube.com/results?search_query=%23cnbc"">#CNBC</a> <a href=""http://www.youtube.com/results?search_query=%23dhruvrathee"">#DhruvRathee</a> <a href=""http://www.youtube.com/results?search_query=%23unitednations"">#UnitedNations</a> <a href=""http://www.youtube.com/results?search_query=%23newyorktimesopinion"">#NewYorkTimesOpinion</a><a href=""http://www.youtube.com/results?search_query=%23abcnews"">#ABCNews</a> <a href=""http://www.youtube.com/results?search_query=%23newyorkpost"">#NewYorkPost</a> <a href=""http://www.youtube.com/results?search_query=%23projectnightfall"">#ProjectNightfall</a><a href=""http://www.youtube.com/results?search_query=%23abhiandniyu"">#AbhiandNiyu</a> <a href=""http://www.youtube.com/results?search_query=%23quotareformprotest"">#QuotaReformProtest</a> <a href=""http://www.youtube.com/results?search_query=%23dhakauniversityunderattack"">#DhakaUniversityUnderAttack</a><a href=""http://www.youtube.com/results?search_query=%23duunderattack"">#DUUnderAttack</a><a href=""http://www.youtube.com/results?search_query=%23quotareformmovement"">#QuotaReformMovement</a><a href=""http://www.youtube.com/results?search_query=%23savebangladeshalluniversitystudents"">#savebangladeshalluniversitystudents</a>"
1963,"We want justice <br><a href=""http://www.youtube.com/results?search_query=%23bangladeshquotacancellationpogram"">#BangladeshQuotacancellationpogram</a><br>The condition of ordinary students agitating bangladesh quota cancellation pogram is very dire.The condition of the common students of Bangladesh is very bad now. Today Dhaka university students were brutally tortured. About 1500 students were injured and 8 students were killed.  Bangladesh Student League is brutally torturing common students and the police has joined with the student league.The common students have become very helpless. Please help us. Our government is sitting silent and not taking any action.<br><br><a href=""http://www.youtube.com/results?search_query=%23savebangladeshistudents"">#SaveBangladeshistudents</a><a href=""http://www.youtube.com/results?search_query=%23aljazerra"">#ALjazerra</a><a href=""http://www.youtube.com/results?search_query=%23bbcnews"">#Bbcnews</a> <a href=""http://www.youtube.com/results?search_query=%23cnn"">#CNN</a> <a href=""http://www.youtube.com/results?search_query=%23thewashingtonpost"">#TheWashingtonPost</a><a href=""http://www.youtube.com/results?search_query=%23thenewyorktimes"">#TheNewYorkTimes</a> <a href=""http://www.youtube.com/results?search_query=%23theguardian"">#TheGuardian</a><a href=""http://www.youtube.com/results?search_query=%23bbc"">#BBC</a> <a href=""http://www.youtube.com/results?search_query=%23aljazeeraenglish"">#AlJazeeraEnglish</a> <a href=""http://www.youtube.com/results?search_query=%23thewallstreetjournal"">#TheWallStreetJournal</a><a href=""http://www.youtube.com/results?search_query=%23cnbc"">#CNBC</a> <a href=""http://www.youtube.com/results?search_query=%23dhruvrathee"">#DhruvRathee</a> <a href=""http://www.youtube.com/results?search_query=%23unitednations"">#UnitedNations</a> <a href=""http://www.youtube.com/results?search_query=%23newyorktimesopinion"">#NewYorkTimesOpinion</a><a href=""http://www.youtube.com/results?search_query=%23abcnews"">#ABCNews</a> <a href=""http://www.youtube.com/results?search_query=%23newyorkpost"">#NewYorkPost</a> <a href=""http://www.youtube.com/results?search_query=%23projectnightfall"">#ProjectNightfall</a><a href=""http://www.youtube.com/results?search_query=%23abhiandniyu"">#AbhiandNiyu</a> <a href=""http://www.youtube.com/results?search_query=%23quotareformprotest"">#QuotaReformProtest</a> <a href=""http://www.youtube.com/results?search_query=%23dhakauniversityunderattack"">#DhakaUniversityUnderAttack</a><a href=""http://www.youtube.com/results?search_query=%23duunderattack"">#DUUnderAttack</a><a href=""http://www.youtube.com/results?search_query=%23quotareformmovement"">#QuotaReformMovement</a><a href=""http://www.youtube.com/results?search_query=%23savebangladeshalluniversitystudents"">#savebangladeshalluniversitystudents</a>"
1964,"We want justice <br><a href=""http://www.youtube.com/results?search_query=%23bangladeshquotacancellationpogram"">#BangladeshQuotacancellationpogram</a><br>The condition of ordinary students agitating bangladesh quota cancellation pogram is very dire.The condition of the common students of Bangladesh is very bad now. Today Dhaka university students were brutally tortured. About 1500 students were injured and 8 students were killed.  Bangladesh Student League is brutally torturing common students and the police has joined with the student league.The common students have become very helpless. Please help us. Our government is sitting silent and not taking any action.<br><br><a href=""http://www.youtube.com/results?search_query=%23savebangladeshistudents"">#SaveBangladeshistudents</a><a href=""http://www.youtube.com/results?search_query=%23aljazerra"">#ALjazerra</a><a href=""http://www.youtube.com/results?search_query=%23bbcnews"">#Bbcnews</a> <a href=""http://www.youtube.com/results?search_query=%23cnn"">#CNN</a> <a href=""http://www.youtube.com/results?search_query=%23thewashingtonpost"">#TheWashingtonPost</a><a href=""http://www.youtube.com/results?search_query=%23thenewyorktimes"">#TheNewYorkTimes</a> <a href=""http://www.youtube.com/results?search_query=%23theguardian"">#TheGuardian</a><a href=""http://www.youtube.com/results?search_query=%23bbc"">#BBC</a> <a href=""http://www.youtube.com/results?search_query=%23aljazeeraenglish"">#AlJazeeraEnglish</a> <a href=""http://www.youtube.com/results?search_query=%23thewallstreetjournal"">#TheWallStreetJournal</a><a href=""http://www.youtube.com/results?search_query=%23cnbc"">#CNBC</a> <a href=""http://www.youtube.com/results?search_query=%23dhruvrathee"">#DhruvRathee</a> <a href=""http://www.youtube.com/results?search_query=%23unitednations"">#UnitedNations</a> <a href=""http://www.youtube.com/results?search_query=%23newyorktimesopinion"">#NewYorkTimesOpinion</a><a href=""http://www.youtube.com/results?search_query=%23abcnews"">#ABCNews</a> <a href=""http://www.youtube.com/results?search_query=%23newyorkpost"">#NewYorkPost</a> <a href=""http://www.youtube.com/results?search_query=%23projectnightfall"">#ProjectNightfall</a><a href=""http://www.youtube.com/results?search_query=%23abhiandniyu"">#AbhiandNiyu</a> <a href=""http://www.youtube.com/results?search_query=%23quotareformprotest"">#QuotaReformProtest</a> <a href=""http://www.youtube.com/results?search_query=%23dhakauniversityunderattack"">#DhakaUniversityUnderAttack</a><a href=""http://www.youtube.com/results?search_query=%23duunderattack"">#DUUnderAttack</a><a href=""http://www.youtube.com/results?search_query=%23quotareformmovement"">#QuotaReformMovement</a><a href=""http://www.youtube.com/results?search_query=%23savebangladeshalluniversitystudents"">#savebangladeshalluniversitystudents</a>"
1965,"We want justice <br><a href=""http://www.youtube.com/results?search_query=%23bangladeshquotacancellationpogram"">#BangladeshQuotacancellationpogram</a><br>The condition of ordinary students agitating bangladesh quota cancellation pogram is very dire.The condition of the common students of Bangladesh is very bad now. Today Dhaka university students were brutally tortured. About 1500 students were injured and 8 students were killed.  Bangladesh Student League is brutally torturing common students and the police has joined with the student league.The common students have become very helpless. Please help us. Our government is sitting silent and not taking any action.<br><br><a href=""http://www.youtube.com/results?search_query=%23savebangladeshistudents"">#SaveBangladeshistudents</a><a href=""http://www.youtube.com/results?search_query=%23aljazerra"">#ALjazerra</a><a href=""http://www.youtube.com/results?search_query=%23bbcnews"">#Bbcnews</a> <a href=""http://www.youtube.com/results?search_query=%23cnn"">#CNN</a> <a href=""http://www.youtube.com/results?search_query=%23thewashingtonpost"">#TheWashingtonPost</a><a href=""http://www.youtube.com/results?search_query=%23thenewyorktimes"">#TheNewYorkTimes</a> <a href=""http://www.youtube.com/results?search_query=%23theguardian"">#TheGuardian</a><a href=""http://www.youtube.com/results?search_query=%23bbc"">#BBC</a> <a href=""http://www.youtube.com/results?search_query=%23aljazeeraenglish"">#AlJazeeraEnglish</a> <a href=""http://www.youtube.com/results?search_query=%23thewallstreetjournal"">#TheWallStreetJournal</a><a href=""http://www.youtube.com/results?search_query=%23cnbc"">#CNBC</a> <a href=""http://www.youtube.com/results?search_query=%23dhruvrathee"">#DhruvRathee</a> <a href=""http://www.youtube.com/results?search_query=%23unitednations"">#UnitedNations</a> <a href=""http://www.youtube.com/results?search_query=%23newyorktimesopinion"">#NewYorkTimesOpinion</a><a href=""http://www.youtube.com/results?search_query=%23abcnews"">#ABCNews</a> <a href=""http://www.youtube.com/results?search_query=%23newyorkpost"">#NewYorkPost</a> <a href=""http://www.youtube.com/results?search_query=%23projectnightfall"">#ProjectNightfall</a><a href=""http://www.youtube.com/results?search_query=%23abhiandniyu"">#AbhiandNiyu</a> <a href=""http://www.youtube.com/results?search_query=%23quotareformprotest"">#QuotaReformProtest</a> <a href=""http://www.youtube.com/results?search_query=%23dhakauniversityunderattack"">#DhakaUniversityUnderAttack</a><a href=""http://www.youtube.com/results?search_query=%23duunderattack"">#DUUnderAttack</a><a href=""http://www.youtube.com/results?search_query=%23quotareformmovement"">#QuotaReformMovement</a><a href=""http://www.youtube.com/results?search_query=%23savebangladeshalluniversitystudents"">#savebangladeshalluniversitystudents</a>"
